customer_id,gender,state,age,age_group,married,kids_under12,register_year,drop_flag,drop_year
C5539,F,NJ,35,30s,S,N,2014,N,.
C5540,F,NC,52,50s,M,N,2014,Y,2015
C5541,F,NJ,57,50s,M,N,2014,N,.
C5542,F,AZ,59,50s,M,N,2014,N,.
C5543,F,RI,23,20s,M,Y,2014,N,.
C5544,M,NJ,37,30s,S,N,2014,N,.
C5545,F,TX,19,10s,M,Y,2014,N,.
C5546,F,CA,74,60s+,S,N,2014,N,.
C5547,F,GA,44,40s,M,Y,2014,N,.
C5548,M,CA,62,60s+,S,N,2014,N,.
C5549,F,NJ,50,50s,M,Y,2014,N,.
C5550,M,CA,80,60s+,S,N,2014,Y,2015
C5551,M,IL,54,50s,M,Y,2014,N,.
C5552,F,NJ,52,50s,M,Y,2014,N,.
C5553,M,NC,30,30s,M,Y,2014,N,.
C5554,M,NC,29,20s,M,Y,2014,N,.
C5555,M,TX,56,50s,M,N,2014,N,.
C5556,F,NJ,41,40s,M,Y,2014,N,.
C5557,M,FL,49,40s,M,N,2014,N,.
C5558,F,NC,32,30s,M,N,2014,Y,2015
C5559,F,TX,47,40s,M,Y,2014,N,.
C5560,M,CA,69,60s+,S,N,2014,N,.
C5561,M,TX,45,40s,M,Y,2014,N,.
C5562,M,WV,65,60s+,M,N,2014,N,.
C5563,F,IN,52,50s,S,N,2014,N,.
C5564,M,NC,75,60s+,M,N,2014,N,.
C5565,F,NC,51,50s,M,Y,2014,N,.
C5566,M,CA,72,60s+,S,N,2014,Y,2015
C5567,M,DC,29,20s,S,N,2014,N,.
C5568,F,MD,56,50s,M,N,2014,Y,2015
C5569,M,AL,42,40s,M,Y,2014,N,.
C5570,M,PA,69,60s+,S,N,2014,N,.
C5571,M,TX,59,50s,S,N,2014,N,.
C5572,M,PA,47,40s,M,Y,2014,N,.
C5573,M,CA,54,50s,M,Y,2014,N,.
C5574,M,TX,59,50s,M,N,2014,N,.
C5575,M,CA,53,50s,M,Y,2014,Y,2015
C5576,F,IL,49,40s,M,N,2014,N,.
C5577,F,MN,33,30s,M,N,2014,N,.
C5578,F,VA,55,50s,M,N,2014,N,.
C5579,F,FL,58,50s,S,N,2014,N,.
C5580,F,NC,51,50s,M,Y,2014,N,.
C5581,M,FL,35,30s,M,N,2014,N,.
C5582,F,TX,30,30s,M,N,2014,N,.
C5583,F,NC,59,50s,M,N,2014,N,.
C5584,F,TX,29,20s,M,Y,2014,N,.
C5585,F,SC,31,30s,S,N,2014,N,.
C5586,M,NC,38,30s,M,Y,2014,Y,2015
C5587,F,FL,30,30s,S,N,2014,N,.
C5588,F,CA,25,20s,M,Y,2014,N,.
C5589,M,FL,25,20s,S,N,2014,N,.
C5590,M,CA,33,30s,S,N,2014,N,.
C5591,F,VT,37,30s,S,N,2014,N,.
C5592,M,CT,64,60s+,S,N,2014,N,.
C5593,M,NC,39,30s,M,N,2014,Y,2015
C5594,M,NV,43,40s,M,Y,2014,N,.
C5595,M,CA,34,30s,S,N,2014,N,.
C5596,F,SC,55,50s,S,N,2014,N,.
C5597,F,PA,49,40s,S,N,2014,N,.
C5598,M,LA,42,40s,M,Y,2014,N,.
C5599,F,MI,61,60s+,M,N,2014,Y,2015
C5600,F,NC,77,60s+,M,N,2014,N,.
C5601,F,NY,36,30s,M,Y,2014,N,.
C5602,M,CA,29,20s,M,Y,2014,N,.
C5603,F,IA,19,10s,M,Y,2014,N,.
C5604,M,SC,59,50s,S,N,2014,N,.
C5605,F,VA,45,40s,M,N,2014,N,.
C5606,M,TX,60,60s+,M,N,2014,N,.
C5607,M,TX,33,30s,M,Y,2014,N,.
C5608,F,TX,21,20s,S,Y,2014,N,.
C5609,F,CA,22,20s,S,Y,2014,N,.
C5610,F,IL,52,50s,M,Y,2014,N,.
C5611,M,NY,20,20s,S,N,2014,N,.
C5612,F,AR,54,50s,M,Y,2014,N,.
C5613,F,MD,51,50s,M,Y,2014,Y,2015
C5614,M,NC,33,30s,M,Y,2014,N,.
C5615,M,TX,48,40s,M,N,2014,N,.
C5616,M,MI,25,20s,M,Y,2014,N,.
C5617,F,IN,59,50s,M,N,2014,Y,2015
C5618,F,MI,25,20s,S,N,2014,N,.
C5619,F,GA,28,20s,M,Y,2014,N,.
C5620,M,NC,54,50s,M,N,2014,N,.
C5621,F,TX,64,60s+,S,N,2014,N,.
C5622,F,LA,33,30s,M,Y,2014,N,.
C5623,M,NV,80,60s+,M,N,2014,N,.
C5624,F,VA,27,20s,M,Y,2014,N,.
C5625,F,NC,58,50s,M,N,2014,N,.
C5626,M,TX,53,50s,S,N,2014,N,.
C5627,F,NC,53,50s,M,Y,2014,Y,2015
C5628,F,PA,24,20s,M,N,2014,N,.
C5629,M,NC,50,50s,M,Y,2014,N,.
C5630,M,CA,47,40s,M,Y,2014,N,.
C5631,M,NC,72,60s+,S,N,2014,N,.
C5632,F,CA,65,60s+,S,N,2014,N,.
C5633,F,NC,46,40s,M,Y,2014,N,.
C5634,M,FL,69,60s+,S,N,2014,N,.
C5635,F,CA,32,30s,S,N,2014,N,.
C5636,F,WV,52,50s,M,Y,2014,Y,2015
C5637,F,NJ,18,10s,S,N,2014,Y,2015
C5638,F,WV,62,60s+,M,N,2014,N,.
C5639,M,TX,56,50s,M,N,2014,N,.
C5640,M,DC,38,30s,M,Y,2014,N,.
C5641,M,AL,45,40s,M,Y,2014,N,.
C5642,F,MD,37,30s,M,N,2014,N,.
C5643,M,TX,44,40s,S,N,2014,N,.
C5644,F,TN,47,40s,M,N,2014,N,.
C5645,M,NC,42,40s,M,N,2014,N,.
C5646,F,OH,47,40s,M,Y,2014,Y,2015
C5647,M,AZ,46,40s,S,N,2014,N,.
C5648,M,VA,31,30s,M,N,2014,N,.
C5649,F,SC,82,60s+,M,N,2014,N,.
C5650,F,AL,52,50s,S,N,2014,N,.
C5651,M,AZ,41,40s,M,Y,2014,N,.
C5652,F,TN,39,30s,S,N,2014,N,.
C5653,M,IL,24,20s,M,Y,2014,N,.
C5654,M,TX,33,30s,M,N,2014,Y,2015
C5655,M,CA,32,30s,M,Y,2014,N,.
C5656,M,FL,70,60s+,M,N,2014,N,.
C5657,F,SC,38,30s,M,Y,2014,N,.
C5658,F,OH,59,50s,S,N,2014,N,.
C5659,F,OH,65,60s+,M,N,2014,N,.
C5660,M,TX,67,60s+,S,N,2014,N,.
C5661,M,MS,44,40s,M,Y,2014,Y,2015
C5662,M,TN,48,40s,M,N,2014,N,.
C5663,F,IL,41,40s,M,Y,2014,N,.
C5664,M,DC,82,60s+,S,N,2014,N,.
C5665,M,NV,59,50s,M,N,2014,N,.
C5666,M,CA,65,60s+,S,N,2014,N,.
C5667,M,NY,64,60s+,S,N,2014,N,.
C5668,M,NV,44,40s,S,N,2014,N,.
C5669,M,NC,40,40s,M,Y,2014,N,.
C5670,M,CA,43,40s,M,N,2014,N,.
C5671,F,NV,62,60s+,M,N,2014,Y,2015
C5672,F,GA,38,30s,M,Y,2014,N,.
C5673,M,SC,83,60s+,S,N,2014,N,.
C5674,F,LA,25,20s,S,Y,2014,N,.
C5675,M,KY,58,50s,M,N,2014,Y,2015
C5676,M,TX,47,40s,M,Y,2014,N,.
C5677,F,MI,64,60s+,S,N,2014,N,.
C5678,F,TN,33,30s,M,Y,2014,N,.
C5679,F,CT,31,30s,M,Y,2014,N,.
C5680,M,NC,38,30s,M,N,2014,N,.
C5681,F,NV,21,20s,M,Y,2014,N,.
C5682,M,IL,80,60s+,S,N,2014,N,.
C5683,M,NC,44,40s,M,Y,2014,N,.
C5684,F,FL,53,50s,M,Y,2014,N,.
C5685,F,SC,58,50s,M,N,2014,N,.
C5686,F,NC,38,30s,M,Y,2014,N,.
C5687,M,MD,33,30s,S,N,2014,Y,2015
C5688,F,SC,58,50s,M,N,2014,N,.
C5689,M,TN,35,30s,M,Y,2014,N,.
C5690,M,GA,73,60s+,M,N,2014,N,.
C5691,F,NC,36,30s,M,Y,2014,Y,2015
C5692,F,CA,33,30s,M,Y,2014,N,.
C5693,M,NJ,51,50s,M,Y,2014,N,.
C5694,F,CT,41,40s,M,Y,2014,N,.
C5695,F,CA,51,50s,M,N,2014,N,.
C5696,F,IL,30,30s,M,Y,2014,N,.
C5697,M,MD,72,60s+,S,N,2014,N,.
C5698,F,GA,48,40s,M,Y,2014,Y,2015
C5699,F,NV,84,60s+,S,N,2014,N,.
C5700,M,CA,34,30s,S,N,2014,N,.
C5701,F,NC,59,50s,S,N,2014,N,.
C5702,M,MD,31,30s,M,N,2014,N,.
C5703,M,FL,75,60s+,S,N,2014,N,.
C5704,M,NC,23,20s,M,Y,2014,N,.
C5705,F,SC,40,40s,M,N,2014,N,.
C5706,M,CA,28,20s,S,N,2014,Y,2015
C5707,M,TN,35,30s,M,Y,2014,N,.
C5708,F,NJ,28,20s,S,Y,2014,N,.
C5709,M,NV,28,20s,S,N,2014,N,.
C5710,M,AL,63,60s+,M,N,2014,N,.
C5711,F,CA,32,30s,M,Y,2014,N,.
C5712,M,TX,58,50s,M,N,2014,N,.
C5713,M,FL,44,40s,M,Y,2014,N,.
C5714,F,MN,65,60s+,M,N,2014,N,.
C5715,F,OH,39,30s,M,Y,2014,N,.
C5716,F,SC,52,50s,M,Y,2014,N,.
C5717,F,LA,45,40s,M,N,2014,N,.
C5718,M,NJ,31,30s,M,Y,2014,Y,2015
C5719,M,TX,50,50s,M,Y,2014,N,.
C5720,F,TX,21,20s,S,Y,2014,N,.
C5721,M,SC,42,40s,M,Y,2014,N,.
C5722,M,SC,19,10s,S,N,2014,N,.
C5723,M,PA,42,40s,M,Y,2014,N,.
C5724,F,IN,36,30s,S,Y,2014,N,.
C5725,F,PA,39,30s,M,Y,2014,N,.
C5726,F,VA,59,50s,M,N,2014,Y,2015
C5727,M,TX,40,40s,M,Y,2014,N,.
C5728,M,SC,48,40s,M,Y,2014,Y,2015
C5729,M,SC,30,30s,M,Y,2014,N,.
C5730,F,NC,36,30s,M,N,2014,N,.
C5731,M,NY,58,50s,S,N,2014,N,.
C5732,M,CA,55,50s,S,N,2014,N,.
C5733,M,NC,56,50s,M,N,2014,N,.
C5734,F,DC,28,20s,M,Y,2014,N,.
C5735,F,OH,59,50s,M,N,2014,N,.
C5736,F,NC,30,30s,M,Y,2014,N,.
C5737,F,FL,24,20s,S,N,2014,Y,2015
C5738,F,FL,65,60s+,M,N,2014,N,.
C5739,M,VA,28,20s,S,N,2014,N,.
C5740,M,NC,46,40s,M,Y,2014,N,.
C5741,M,NV,60,60s+,S,N,2014,N,.
C5742,F,NY,74,60s+,M,N,2014,N,.
C5743,M,NC,46,40s,M,Y,2014,N,.
C5744,F,NC,27,20s,S,N,2014,N,.
C5745,F,NC,32,30s,M,Y,2014,N,.
C5746,F,FL,19,10s,M,N,2014,N,.
C5747,M,GA,67,60s+,M,N,2014,Y,2015
C5748,M,TN,28,20s,M,N,2014,N,.
C5749,F,NC,61,60s+,S,N,2014,N,.
C5750,F,SC,69,60s+,M,N,2014,N,.
C5751,M,SC,67,60s+,M,N,2014,N,.
C5752,M,NC,25,20s,M,N,2014,N,.
C5753,F,VA,66,60s+,M,N,2014,N,.
C5754,M,FL,32,30s,S,N,2014,N,.
C5755,F,LA,29,20s,S,N,2014,Y,2015
C5756,M,ME,72,60s+,M,N,2014,N,.
C5757,F,AR,64,60s+,M,N,2014,N,.
C5758,F,AL,27,20s,S,N,2014,N,.
C5759,M,NC,86,60s+,S,N,2014,N,.
C5760,M,NC,78,60s+,M,N,2014,N,.
C5761,F,LA,26,20s,S,N,2014,N,.
C5762,M,NC,27,20s,S,N,2014,Y,2015
C5763,M,CA,39,30s,M,N,2014,N,.
C5764,F,NV,35,30s,M,N,2014,N,.
C5765,M,MI,73,60s+,S,N,2014,N,.
C5766,F,TN,34,30s,M,Y,2014,N,.
C5767,M,MS,47,40s,M,Y,2014,Y,2015
C5768,F,NC,48,40s,M,Y,2014,N,.
C5769,M,PA,62,60s+,S,N,2014,N,.
C5770,M,GA,78,60s+,S,N,2014,N,.
C5771,M,FL,62,60s+,M,N,2014,N,.
C5772,F,VT,39,30s,M,Y,2014,N,.
C5773,M,LA,35,30s,M,N,2014,N,.
C5774,M,NC,41,40s,M,N,2014,N,.
C5775,F,WI,62,60s+,S,N,2014,N,.
C5776,M,NY,31,30s,S,N,2014,N,.
C5777,F,VA,48,40s,S,N,2014,Y,2015
C5778,F,NY,23,20s,M,Y,2014,N,.
C5779,M,LA,19,10s,S,N,2014,N,.
C5780,M,CA,49,40s,M,N,2014,N,.
C5781,F,TX,45,40s,M,Y,2014,N,.
C5782,M,NV,28,20s,M,Y,2014,N,.
C5783,M,MI,49,40s,M,Y,2014,N,.
C5784,F,CA,49,40s,M,Y,2014,N,.
C5785,M,NC,26,20s,S,N,2014,N,.
C5786,M,SC,27,20s,M,Y,2014,N,.
C5787,M,CA,48,40s,S,N,2014,N,.
C5788,F,AR,68,60s+,S,N,2014,Y,2015
C5789,M,SC,36,30s,S,N,2014,N,.
C5790,F,CA,64,60s+,S,N,2014,N,.
C5791,M,OH,59,50s,M,N,2014,N,.
C5792,M,IL,46,40s,M,Y,2014,N,.
C5793,M,WI,35,30s,M,N,2014,N,.
C5794,M,TX,43,40s,M,N,2014,N,.
C5795,F,IA,75,60s+,M,N,2014,N,.
C5796,M,CA,55,50s,M,N,2014,Y,2015
C5797,F,TX,27,20s,S,Y,2014,N,.
C5798,F,CA,63,60s+,M,N,2014,N,.
C5799,F,NC,67,60s+,S,N,2014,N,.
C5800,M,NV,84,60s+,M,N,2014,Y,2015
C5801,M,TX,34,30s,S,N,2014,N,.
C5802,M,IA,62,60s+,S,N,2014,N,.
C5803,F,WV,61,60s+,S,N,2014,N,.
C5804,F,SC,21,20s,M,N,2014,N,.
C5805,M,NC,60,60s+,M,N,2014,N,.
C5806,F,NV,41,40s,M,Y,2014,N,.
C5807,F,TX,64,60s+,S,N,2014,N,.
C5808,F,WI,52,50s,M,N,2014,N,.
C5809,F,SC,31,30s,M,Y,2014,N,.
C5810,M,CA,29,20s,M,N,2014,N,.
C5811,M,TN,73,60s+,M,N,2014,N,.
C5812,M,CA,27,20s,S,N,2014,Y,2015
C5813,F,NY,31,30s,S,N,2014,N,.
C5814,M,IN,31,30s,M,Y,2014,N,.
C5815,F,AL,48,40s,M,N,2014,N,.
C5816,M,SC,20,20s,M,Y,2014,N,.
C5817,F,CA,40,40s,M,N,2014,N,.
C5818,F,NV,25,20s,S,Y,2014,Y,2015
C5819,F,NC,58,50s,M,N,2014,N,.
C5820,F,NC,32,30s,M,Y,2014,N,.
C5821,M,IL,21,20s,M,Y,2014,N,.
C5822,M,SC,67,60s+,S,N,2014,N,.
C5823,M,NC,23,20s,M,Y,2014,N,.
C5824,F,NV,19,10s,M,Y,2014,N,.
C5825,F,NV,58,50s,S,N,2014,Y,2015
C5826,M,CA,78,60s+,S,N,2014,N,.
C5827,F,VA,81,60s+,S,N,2014,N,.
C5828,M,PA,31,30s,S,N,2014,N,.
C5829,M,MD,48,40s,M,Y,2014,N,.
C5830,M,WV,32,30s,M,Y,2014,N,.
C5831,M,NC,48,40s,M,Y,2014,Y,2015
C5832,M,KY,23,20s,M,Y,2014,N,.
C5833,M,CA,24,20s,S,N,2014,N,.
C5834,F,NC,29,20s,M,Y,2014,N,.
C5835,M,NC,39,30s,M,Y,2014,N,.
C5836,F,GA,64,60s+,M,N,2014,N,.
C5837,F,MD,53,50s,M,N,2014,N,.
C5838,M,NC,44,40s,M,Y,2014,N,.
C5839,M,FL,33,30s,S,N,2014,N,.
C5840,F,FL,29,20s,M,N,2014,N,.
C5841,F,CA,53,50s,S,N,2014,N,.
C5842,M,AL,53,50s,M,Y,2014,N,.
C5843,F,FL,64,60s+,M,N,2014,Y,2015
C5844,M,TX,23,20s,S,N,2014,N,.
C5845,F,VA,18,10s,M,Y,2014,N,.
C5846,F,TN,24,20s,S,N,2014,N,.
C5847,F,NY,28,20s,M,Y,2014,N,.
C5848,F,SC,31,30s,S,N,2014,N,.
C5849,M,CA,60,60s+,M,N,2014,N,.
C5850,M,MD,66,60s+,S,N,2014,N,.
C5851,M,GA,21,20s,S,N,2014,Y,2015
C5852,F,KY,40,40s,M,N,2014,N,.
C5853,F,NC,51,50s,M,Y,2014,N,.
C5854,M,NV,59,50s,M,N,2014,N,.
C5855,M,NC,57,50s,M,N,2014,Y,2015
C5856,F,MD,47,40s,M,Y,2014,N,.
C5857,F,GA,41,40s,S,N,2014,N,.
C5858,M,WV,25,20s,M,Y,2014,N,.
C5859,F,FL,51,50s,S,N,2014,N,.
C5860,M,WV,44,40s,M,Y,2014,N,.
C5861,F,NH,25,20s,S,Y,2014,N,.
C5862,M,CA,47,40s,M,N,2014,N,.
C5863,M,FL,82,60s+,S,N,2014,Y,2015
C5864,M,IA,63,60s+,M,N,2014,N,.
C5865,F,AR,52,50s,M,N,2014,N,.
C5866,M,TX,61,60s+,M,N,2014,N,.
C5867,M,NV,61,60s+,S,N,2014,N,.
C5868,M,MD,41,40s,M,N,2014,N,.
C5869,M,WV,81,60s+,S,N,2014,N,.
C5870,M,VT,41,40s,M,Y,2014,N,.
C5871,M,TX,50,50s,M,N,2014,N,.
C5872,M,OH,46,40s,M,N,2014,Y,2015
C5873,F,PA,27,20s,S,N,2014,N,.
C5874,M,VA,36,30s,M,N,2014,N,.
C5875,F,SC,48,40s,M,N,2014,N,.
C5876,M,SC,36,30s,S,N,2014,N,.
C5877,F,TX,47,40s,M,Y,2014,N,.
C5878,F,NV,70,60s+,S,N,2014,Y,2015
C5879,M,NC,57,50s,M,N,2014,N,.
C5880,F,NC,25,20s,M,N,2014,N,.
C5881,F,CA,38,30s,S,N,2014,N,.
C5882,F,NV,53,50s,M,Y,2014,N,.
C5883,M,NC,56,50s,S,N,2014,N,.
C5884,F,TX,67,60s+,S,N,2014,N,.
C5885,M,TN,41,40s,M,Y,2014,N,.
C5886,M,FL,49,40s,M,Y,2014,Y,2015
C5887,F,WV,37,30s,S,N,2014,N,.
C5888,M,NC,74,60s+,M,N,2014,N,.
C5889,M,GA,80,60s+,S,N,2014,N,.
C5890,M,MA,33,30s,M,Y,2014,Y,2015
C5891,F,NY,44,40s,M,Y,2014,N,.
C5892,M,GA,33,30s,M,Y,2014,N,.
C5893,M,LA,37,30s,M,Y,2014,N,.
C5894,F,KY,42,40s,S,N,2014,N,.
C5895,M,NC,41,40s,M,N,2014,N,.
C5896,F,TX,41,40s,S,N,2014,N,.
C5897,M,VA,50,50s,M,Y,2014,N,.
C5898,M,NC,20,20s,M,Y,2014,N,.
C5899,M,CA,33,30s,M,N,2014,N,.
C5900,M,IL,67,60s+,M,N,2014,N,.
C5901,F,NC,46,40s,M,Y,2014,N,.
C5902,F,VT,73,60s+,M,N,2014,Y,2015
C5903,M,NJ,27,20s,S,N,2014,N,.
C5904,M,VA,54,50s,M,N,2014,N,.
C5905,F,VA,46,40s,M,Y,2014,N,.
C5906,F,DE,64,60s+,M,N,2014,N,.
C5907,F,AR,18,10s,S,Y,2014,N,.
C5908,M,TX,22,20s,M,Y,2014,N,.
C5909,F,TN,49,40s,S,Y,2014,Y,2015
C5910,F,TX,26,20s,M,Y,2014,N,.
C5911,M,AL,73,60s+,M,N,2014,N,.
C5912,F,NC,43,40s,S,N,2014,N,.
C5913,M,CA,60,60s+,S,N,2014,N,.
C5914,M,NC,70,60s+,S,N,2014,Y,2015
C5915,M,WV,43,40s,M,N,2014,N,.
C5916,F,NY,41,40s,M,Y,2014,N,.
C5917,M,NV,49,40s,M,Y,2014,N,.
C5918,M,KY,44,40s,M,Y,2014,N,.
C5919,M,TN,74,60s+,M,N,2014,N,.
C5920,F,NC,60,60s+,S,N,2014,N,.
C5921,M,NC,62,60s+,M,N,2014,N,.
C5922,F,CT,23,20s,M,Y,2014,N,.
C5923,F,CA,40,40s,M,Y,2014,N,.
C5924,M,FL,18,10s,S,N,2014,Y,2015
C5925,F,CA,51,50s,M,Y,2014,N,.
C5926,M,NC,50,50s,M,Y,2014,N,.
C5927,M,VA,40,40s,M,N,2014,N,.
C5928,M,NV,54,50s,M,Y,2014,N,.
C5929,F,NY,69,60s+,M,N,2014,N,.
C5930,M,MS,71,60s+,M,N,2014,N,.
C5931,F,MN,60,60s+,S,N,2014,N,.
C5932,F,NY,72,60s+,S,N,2014,N,.
C5933,M,PA,21,20s,S,N,2014,N,.
C5934,F,MD,37,30s,M,Y,2014,N,.
C5935,F,FL,26,20s,M,N,2014,Y,2015
C5936,M,NY,81,60s+,S,N,2014,N,.
C5937,F,TX,46,40s,M,Y,2014,N,.
C5938,M,IL,67,60s+,M,N,2014,N,.
C5939,M,CA,60,60s+,M,N,2014,N,.
C5940,F,TX,64,60s+,M,N,2014,N,.
C5941,M,CA,53,50s,S,Y,2014,Y,2015
C5942,M,GA,39,30s,M,Y,2014,N,.
C5943,M,VA,28,20s,M,N,2014,N,.
C5944,M,NC,54,50s,M,Y,2014,N,.
C5945,F,NC,24,20s,M,Y,2014,N,.
C5946,F,IL,78,60s+,S,N,2014,N,.
C5947,F,SC,45,40s,M,Y,2014,N,.
C5948,M,CA,88,60s+,S,N,2014,N,.
C5949,M,OH,24,20s,M,N,2014,N,.
C5950,M,DC,33,30s,M,Y,2014,Y,2015
C5951,F,CA,66,60s+,M,N,2014,N,.
C5952,M,IN,54,50s,M,Y,2014,Y,2015
C5953,F,MD,73,60s+,S,N,2014,N,.
C5954,M,MD,23,20s,M,Y,2014,N,.
C5955,M,TX,41,40s,S,N,2014,N,.
C5956,M,SC,19,10s,M,Y,2014,N,.
C5957,F,CT,59,50s,M,N,2014,N,.
C5958,M,NY,69,60s+,S,N,2014,N,.
C5959,F,LA,81,60s+,S,N,2014,N,.
C5960,F,CT,55,50s,M,N,2014,N,.
C5961,M,CA,45,40s,M,N,2014,N,.
C5962,F,GA,26,20s,M,Y,2014,Y,2015
C5963,M,GA,60,60s+,S,N,2014,N,.
C5964,F,CA,30,30s,S,N,2014,N,.
C5965,F,CA,59,50s,M,N,2014,N,.
C5966,F,IN,35,30s,M,Y,2014,N,.
C5967,M,NY,34,30s,M,Y,2014,N,.
C5968,M,TX,72,60s+,M,N,2014,N,.
C5969,F,FL,73,60s+,S,N,2014,N,.
C5970,M,NC,31,30s,S,Y,2014,N,.
C5971,F,TN,55,50s,M,N,2014,N,.
C5972,F,CA,41,40s,M,Y,2014,N,.
C5973,M,TX,30,30s,M,Y,2014,N,.
C5974,M,NY,82,60s+,S,N,2014,Y,2015
C5975,M,MN,74,60s+,S,N,2014,Y,2015
C5976,M,CA,24,20s,S,N,2014,N,.
C5977,M,CA,23,20s,M,Y,2014,N,.
C5978,F,TX,29,20s,M,N,2014,N,.
C5979,F,SC,29,20s,M,Y,2014,N,.
C5980,F,NC,39,30s,M,Y,2014,N,.
C5981,F,CA,28,20s,S,N,2014,N,.
C5982,M,NC,19,10s,S,N,2014,N,.
C5983,F,OH,30,30s,M,Y,2014,N,.
C5984,F,NV,29,20s,M,Y,2014,N,.
C5985,F,TX,60,60s+,S,N,2014,N,.
C5986,F,TX,30,30s,M,N,2014,N,.
C5987,F,TX,72,60s+,S,N,2014,Y,2015
C5988,F,LA,49,40s,M,Y,2014,N,.
C5989,F,CA,51,50s,M,N,2014,N,.
C5990,M,CA,27,20s,M,Y,2014,Y,2015
C5991,F,NH,23,20s,M,Y,2014,N,.
C5992,F,SC,39,30s,M,N,2014,N,.
C5993,M,SC,48,40s,M,N,2014,N,.
C5994,F,CA,41,40s,M,Y,2014,N,.
C5995,M,NY,90,60s+,S,N,2014,N,.
C5996,M,NC,56,50s,M,N,2014,N,.
C5997,M,AL,52,50s,S,N,2014,N,.
C5998,M,CA,29,20s,S,N,2014,N,.
C5999,F,WV,60,60s+,M,N,2014,N,.
C6000,F,CA,34,30s,S,Y,2014,N,.
C6001,F,WI,60,60s+,M,N,2015,N,.
C6002,M,SC,46,40s,M,Y,2015,N,.
C6003,M,AL,63,60s+,M,N,2015,N,.
C6004,F,CA,86,60s+,S,N,2015,N,.
C6005,M,VA,32,30s,M,Y,2015,N,.
C6006,F,MA,55,50s,S,N,2015,Y,2016
C6007,M,CA,26,20s,M,Y,2015,N,.
C6008,M,TX,49,40s,M,Y,2015,N,.
C6009,M,MS,45,40s,M,N,2015,N,.
C6010,F,TX,23,20s,M,Y,2015,N,.
C6011,M,TX,72,60s+,M,N,2015,N,.
C6012,M,NC,33,30s,M,Y,2015,N,.
C6013,F,TN,47,40s,M,Y,2015,N,.
C6014,F,TN,77,60s+,S,N,2015,N,.
C6015,M,PA,50,50s,M,Y,2015,Y,2016
C6016,M,TX,26,20s,M,Y,2015,N,.
C6017,F,CA,81,60s+,M,N,2015,N,.
C6018,F,TN,39,30s,M,Y,2015,Y,2016
C6019,M,AL,82,60s+,S,N,2015,Y,2016
C6020,F,IL,35,30s,S,N,2015,N,.
C6021,M,NC,36,30s,S,N,2015,N,.
C6022,F,IA,71,60s+,S,N,2015,N,.
C6023,M,FL,58,50s,S,N,2015,N,.
C6024,M,TX,20,20s,S,N,2015,N,.
C6025,M,PA,18,10s,S,N,2015,N,.
C6026,M,NY,72,60s+,S,N,2015,N,.
C6027,M,IN,53,50s,M,Y,2015,N,.
C6028,M,CA,64,60s+,M,N,2015,N,.
C6029,F,CA,42,40s,S,Y,2015,Y,2016
C6030,F,TX,23,20s,M,Y,2015,N,.
C6031,M,CA,47,40s,M,Y,2015,Y,2016
C6032,F,CA,67,60s+,S,N,2015,N,.
C6033,M,CA,67,60s+,M,N,2015,N,.
C6034,F,VA,71,60s+,S,N,2015,N,.
C6035,M,MS,42,40s,M,N,2015,N,.
C6036,M,CA,32,30s,S,N,2015,N,.
C6037,M,CA,58,50s,M,N,2015,Y,2016
C6038,M,TN,37,30s,S,N,2015,N,.
C6039,F,TN,30,30s,M,Y,2015,N,.
C6040,M,NC,18,10s,S,N,2015,N,.
C6041,M,OH,43,40s,M,Y,2015,N,.
C6042,M,SC,56,50s,M,N,2015,N,.
C6043,M,GA,44,40s,S,N,2015,N,.
C6044,F,IL,32,30s,M,Y,2015,N,.
C6045,M,TX,29,20s,M,Y,2015,N,.
C6046,M,CA,62,60s+,S,N,2015,Y,2016
C6047,F,NY,22,20s,M,Y,2015,N,.
C6048,M,NC,22,20s,M,Y,2015,Y,2016
C6049,F,NC,58,50s,M,N,2015,N,.
C6050,F,FL,59,50s,M,N,2015,Y,2016
C6051,M,MD,30,30s,M,Y,2015,N,.
C6052,M,VA,44,40s,S,N,2015,N,.
C6053,F,NC,25,20s,S,N,2015,N,.
C6054,M,NC,45,40s,M,Y,2015,N,.
C6055,M,AL,67,60s+,M,N,2015,N,.
C6056,F,NV,59,50s,M,N,2015,N,.
C6057,M,NC,66,60s+,S,N,2015,N,.
C6058,F,CA,68,60s+,M,N,2015,Y,2016
C6059,M,TN,38,30s,M,Y,2015,N,.
C6060,F,NV,59,50s,M,N,2015,N,.
C6061,F,WV,62,60s+,M,N,2015,N,.
C6062,M,IL,65,60s+,S,N,2015,Y,2016
C6063,M,MD,40,40s,M,N,2015,N,.
C6064,F,MI,61,60s+,M,N,2015,N,.
C6065,M,TN,22,20s,M,N,2015,N,.
C6066,F,GA,43,40s,M,Y,2015,N,.
C6067,M,CA,52,50s,M,Y,2015,Y,2016
C6068,F,TX,57,50s,M,N,2015,N,.
C6069,F,NV,54,50s,M,Y,2015,N,.
C6070,M,FL,61,60s+,S,N,2015,Y,2016
C6071,M,CA,64,60s+,S,N,2015,N,.
C6072,F,VA,46,40s,M,Y,2015,N,.
C6073,M,MD,37,30s,M,Y,2015,N,.
C6074,M,NV,38,30s,M,Y,2015,N,.
C6075,F,CA,70,60s+,S,N,2015,N,.
C6076,F,VA,25,20s,M,Y,2015,N,.
