customer_id,item_id,down_year,down_date,weekday
C5389,I-1046,2015,03-12-2015,5
C5389,I-1052,2015,02-10-2015,3
C5389,I-1057,2015,02-21-2015,7
C5389,I-1062,2015,03-30-2015,2
C5389,I-1067,2015,10-29-2015,5
C5390,I-1005,2015,10-22-2015,5
C5390,I-1009,2015,02-15-2015,1
C5390,I-1036,2015,10-07-2015,4
C5390,I-1040,2015,05-28-2015,5
C5390,I-1044,2015,04-16-2015,5
C5390,I-1050,2015,06-29-2015,2
C5390,I-1056,2015,09-01-2015,3
C5390,I-1064,2015,09-07-2015,2
C5392,I-1003,2015,05-31-2015,1
C5392,I-1007,2015,08-02-2015,1
C5392,I-1019,2015,10-11-2015,1
C5392,I-1025,2015,01-02-2015,6
C5392,I-1026,2015,12-13-2015,1
C5392,I-1034,2015,12-12-2015,7
C5392,I-1057,2015,12-07-2015,2
C5392,I-1060,2015,01-14-2015,4
C5392,I-1066,2015,02-22-2015,1
C5393,I-1003,2015,08-29-2015,7
C5393,I-1006,2015,10-01-2015,5
C5393,I-1008,2015,12-25-2015,6
C5393,I-1015,2015,12-19-2015,7
C5393,I-1017,2015,05-23-2015,7
C5393,I-1018,2015,11-27-2015,6
C5393,I-1019,2015,03-14-2015,7
C5393,I-1020,2015,04-27-2015,2
C5393,I-1022,2015,08-19-2015,4
C5393,I-1027,2015,06-20-2015,7
C5393,I-1036,2015,12-04-2015,6
C5393,I-1041,2015,10-02-2015,6
C5393,I-1043,2015,04-10-2015,6
C5393,I-1051,2015,11-27-2015,6
C5393,I-1052,2015,10-07-2015,4
C5393,I-1056,2015,07-29-2015,4
C5393,I-1061,2015,02-26-2015,5
C5393,I-1062,2015,05-28-2015,5
C5393,I-1063,2015,03-28-2015,7
C5394,I-1004,2015,03-01-2015,1
C5394,I-1021,2015,09-05-2015,7
C5394,I-1036,2015,11-16-2015,2
C5394,I-1047,2015,05-16-2015,7
C5394,I-1050,2015,12-19-2015,7
C5394,I-1051,2015,05-31-2015,1
C5394,I-1053,2015,02-11-2015,4
C5394,I-1056,2015,08-28-2015,6
C5394,I-1062,2015,05-04-2015,2
C5394,I-1066,2015,01-09-2015,6
C5396,I-1010,2015,02-05-2015,5
C5396,I-1035,2015,09-24-2015,5
C5396,I-1040,2015,04-01-2015,4
C5396,I-1041,2015,03-10-2015,3
C5396,I-1042,2015,09-25-2015,6
C5396,I-1048,2015,07-04-2015,7
C5396,I-1049,2015,10-03-2015,7
C5396,I-1056,2015,02-13-2015,6
C5399,I-1002,2015,04-19-2015,1
C5399,I-1005,2015,02-08-2015,1
C5399,I-1007,2015,10-26-2015,2
C5399,I-1015,2015,02-02-2015,2
C5399,I-1022,2015,08-04-2015,3
C5399,I-1029,2015,01-16-2015,6
C5399,I-1032,2015,11-03-2015,3
C5399,I-1034,2015,02-20-2015,6
C5399,I-1060,2015,07-02-2015,5
C5399,I-1066,2015,06-05-2015,6
C5400,I-1047,2015,08-07-2015,6
C5400,I-1048,2015,01-06-2015,3
C5400,I-1061,2015,08-08-2015,7
C5400,I-1064,2015,05-14-2015,5
C5401,I-1009,2015,06-27-2015,7
C5401,I-1021,2015,09-11-2015,6
C5401,I-1022,2015,11-28-2015,7
C5401,I-1033,2015,02-14-2015,7
C5401,I-1036,2015,08-04-2015,3
C5401,I-1042,2015,11-08-2015,1
C5401,I-1045,2015,12-05-2015,7
C5401,I-1047,2015,05-30-2015,7
C5401,I-1049,2015,03-27-2015,6
C5401,I-1057,2015,02-21-2015,7
C5401,I-1058,2015,09-11-2015,6
C5401,I-1064,2015,08-11-2015,3
C5401,I-1067,2015,10-23-2015,6
C5402,I-1008,2015,08-05-2015,4
C5402,I-1036,2015,02-21-2015,7
C5402,I-1037,2015,12-23-2015,4
C5402,I-1038,2015,06-27-2015,7
C5402,I-1050,2015,09-07-2015,2
C5402,I-1053,2015,03-07-2015,7
C5402,I-1060,2015,06-06-2015,7
C5402,I-1064,2015,10-03-2015,7
C5403,I-1014,2015,08-15-2015,7
C5403,I-1025,2015,08-13-2015,5
C5403,I-1043,2015,04-18-2015,7
C5403,I-1045,2015,02-19-2015,5
C5403,I-1052,2015,06-17-2015,4
C5403,I-1059,2015,06-12-2015,6
C5403,I-1062,2015,01-15-2015,5
C5403,I-1063,2015,11-20-2015,6
C5404,I-1013,2015,03-22-2015,1
C5404,I-1016,2015,12-06-2015,1
C5404,I-1028,2015,11-04-2015,4
C5404,I-1042,2015,05-15-2015,6
C5404,I-1051,2015,08-14-2015,6
C5404,I-1056,2015,02-25-2015,4
C5404,I-1067,2015,09-25-2015,6
C5406,I-1039,2015,06-15-2015,2
C5406,I-1041,2015,06-12-2015,6
C5406,I-1044,2015,10-02-2015,6
C5406,I-1047,2015,12-19-2015,7
C5406,I-1051,2015,08-21-2015,6
C5406,I-1065,2015,05-15-2015,6
C5407,I-1006,2015,03-19-2015,5
C5407,I-1016,2015,09-13-2015,1
C5407,I-1030,2015,07-26-2015,1
C5407,I-1046,2015,02-12-2015,5
C5407,I-1050,2015,06-22-2015,2
C5407,I-1055,2015,03-16-2015,2
C5407,I-1056,2015,01-25-2015,1
C5409,I-1003,2015,03-15-2015,1
C5409,I-1009,2015,07-26-2015,1
C5409,I-1012,2015,05-23-2015,7
C5409,I-1013,2015,03-17-2015,3
C5409,I-1014,2015,10-02-2015,6
C5409,I-1016,2015,05-14-2015,5
C5409,I-1029,2015,12-09-2015,4
C5409,I-1030,2015,11-22-2015,1
C5409,I-1034,2015,07-31-2015,6
C5409,I-1035,2015,01-23-2015,6
C5409,I-1048,2015,04-06-2015,2
C5409,I-1050,2015,07-05-2015,1
C5409,I-1054,2015,10-01-2015,5
C5409,I-1055,2015,05-14-2015,5
C5409,I-1058,2015,08-07-2015,6
C5410,I-1005,2015,10-06-2015,3
C5410,I-1008,2015,06-10-2015,4
C5410,I-1042,2015,07-18-2015,7
C5410,I-1043,2015,08-15-2015,7
C5410,I-1048,2015,06-30-2015,3
C5410,I-1049,2015,06-22-2015,2
C5410,I-1051,2015,10-27-2015,3
C5410,I-1052,2015,10-01-2015,5
C5410,I-1053,2015,05-29-2015,6
C5410,I-1054,2015,09-02-2015,4
C5410,I-1058,2015,01-14-2015,4
C5411,I-1006,2015,12-05-2015,7
C5411,I-1013,2015,06-05-2015,6
C5411,I-1041,2015,03-15-2015,1
C5411,I-1043,2015,01-09-2015,6
C5411,I-1046,2015,06-19-2015,6
C5411,I-1047,2015,03-01-2015,1
C5411,I-1048,2015,04-10-2015,6
C5411,I-1049,2015,03-28-2015,7
C5411,I-1052,2015,02-15-2015,1
C5411,I-1065,2015,07-30-2015,5
C5411,I-1066,2015,04-11-2015,7
C5412,I-1002,2015,11-27-2015,6
C5412,I-1003,2015,02-28-2015,7
C5412,I-1007,2015,08-01-2015,7
C5412,I-1031,2015,08-16-2015,1
C5412,I-1032,2015,07-28-2015,3
C5412,I-1047,2015,01-27-2015,3
C5412,I-1049,2015,10-29-2015,5
C5412,I-1055,2015,10-18-2015,1
C5413,I-1013,2015,10-25-2015,1
C5413,I-1022,2015,06-05-2015,6
C5413,I-1025,2015,04-24-2015,6
C5413,I-1030,2015,12-25-2015,6
C5413,I-1035,2015,01-10-2015,7
C5413,I-1050,2015,08-13-2015,5
C5413,I-1054,2015,02-20-2015,6
C5413,I-1055,2015,05-29-2015,6
C5413,I-1057,2015,04-09-2015,5
C5413,I-1065,2015,10-28-2015,4
C5414,I-1005,2015,02-25-2015,4
C5414,I-1015,2015,09-11-2015,6
C5414,I-1022,2015,08-10-2015,2
C5414,I-1034,2015,09-08-2015,3
C5414,I-1045,2015,05-17-2015,1
C5414,I-1067,2015,06-13-2015,7
C5415,I-1006,2015,07-07-2015,3
C5415,I-1007,2015,01-30-2015,6
C5415,I-1016,2015,01-29-2015,5
C5415,I-1020,2015,09-17-2015,5
C5415,I-1021,2015,11-13-2015,6
C5415,I-1024,2015,01-21-2015,4
C5415,I-1028,2015,12-26-2015,7
C5415,I-1029,2015,12-06-2015,1
C5415,I-1031,2015,07-18-2015,7
C5415,I-1045,2015,08-08-2015,7
C5415,I-1058,2015,06-02-2015,3
C5416,I-1003,2015,04-26-2015,1
C5416,I-1024,2015,10-02-2015,6
C5416,I-1032,2015,05-09-2015,7
C5416,I-1034,2015,10-31-2015,7
C5416,I-1045,2015,08-12-2015,4
C5416,I-1052,2015,05-26-2015,3
C5416,I-1054,2015,08-03-2015,2
C5416,I-1056,2015,05-25-2015,2
C5418,I-1021,2015,03-13-2015,6
C5418,I-1036,2015,03-08-2015,1
C5418,I-1044,2015,04-03-2015,6
C5418,I-1047,2015,10-02-2015,6
C5418,I-1049,2015,12-01-2015,3
C5418,I-1052,2015,06-30-2015,3
C5418,I-1064,2015,08-08-2015,7
C5419,I-1045,2015,08-15-2015,7
C5419,I-1050,2015,04-04-2015,7
C5419,I-1052,2015,07-18-2015,7
C5420,I-1004,2015,09-07-2015,2
C5420,I-1018,2015,03-15-2015,1
C5420,I-1031,2015,06-09-2015,3
C5420,I-1032,2015,12-09-2015,4
C5420,I-1052,2015,03-20-2015,6
C5420,I-1058,2015,03-25-2015,4
C5420,I-1059,2015,08-05-2015,4
C5420,I-1063,2015,12-25-2015,6
C5421,I-1001,2015,02-13-2015,6
C5421,I-1015,2015,12-18-2015,6
C5421,I-1017,2015,04-24-2015,6
C5421,I-1020,2015,02-20-2015,6
C5421,I-1021,2015,03-19-2015,5
C5421,I-1031,2015,03-27-2015,6
C5421,I-1034,2015,05-22-2015,6
C5421,I-1037,2015,02-28-2015,7
C5421,I-1038,2015,12-24-2015,5
C5421,I-1042,2015,12-26-2015,7
C5421,I-1048,2015,03-27-2015,6
C5421,I-1056,2015,03-01-2015,1
C5421,I-1058,2015,05-06-2015,4
C5421,I-1065,2015,05-29-2015,6
C5423,I-1007,2015,06-06-2015,7
C5423,I-1042,2015,05-15-2015,6
C5423,I-1046,2015,08-21-2015,6
C5423,I-1047,2015,04-28-2015,3
C5423,I-1048,2015,01-02-2015,6
C5423,I-1050,2015,04-07-2015,3
C5423,I-1052,2015,05-25-2015,2
C5423,I-1053,2015,03-22-2015,1
C5423,I-1056,2015,09-25-2015,6
C5423,I-1057,2015,08-03-2015,2
C5423,I-1066,2015,04-25-2015,7
C5423,I-1067,2015,07-26-2015,1
C5424,I-1008,2015,10-28-2015,4
C5424,I-1043,2015,02-13-2015,6
C5424,I-1048,2015,07-25-2015,7
C5424,I-1049,2015,12-29-2015,3
C5424,I-1051,2015,11-09-2015,2
C5424,I-1055,2015,01-17-2015,7
C5424,I-1059,2015,06-21-2015,1
C5425,I-1017,2015,02-09-2015,2
C5425,I-1019,2015,09-10-2015,5
C5425,I-1047,2015,08-27-2015,5
C5425,I-1050,2015,01-21-2015,4
C5425,I-1055,2015,03-01-2015,1
C5425,I-1057,2015,03-06-2015,6
C5425,I-1065,2015,03-13-2015,6
C5426,I-1002,2015,03-28-2015,7
C5426,I-1008,2015,10-25-2015,1
C5426,I-1013,2015,02-28-2015,7
C5426,I-1019,2015,12-14-2015,2
C5426,I-1029,2015,01-29-2015,5
C5426,I-1034,2015,01-10-2015,7
C5426,I-1035,2015,05-24-2015,1
C5426,I-1040,2015,03-10-2015,3
C5426,I-1043,2015,11-15-2015,1
C5426,I-1050,2015,10-23-2015,6
C5426,I-1059,2015,03-06-2015,6
C5426,I-1062,2015,10-21-2015,4
C5427,I-1019,2015,04-28-2015,3
C5427,I-1038,2015,02-15-2015,1
C5428,I-1007,2015,12-25-2015,6
C5428,I-1018,2015,03-28-2015,7
C5428,I-1020,2015,11-04-2015,4
C5428,I-1029,2015,02-13-2015,6
C5428,I-1042,2015,02-22-2015,1
C5428,I-1048,2015,05-27-2015,4
C5428,I-1060,2015,06-14-2015,1
C5429,I-1001,2015,06-13-2015,7
C5429,I-1002,2015,01-20-2015,3
C5429,I-1024,2015,09-03-2015,5
C5429,I-1037,2015,02-19-2015,5
C5429,I-1041,2015,05-22-2015,6
C5429,I-1048,2015,09-13-2015,1
C5429,I-1049,2015,07-17-2015,6
C5429,I-1067,2015,09-18-2015,6
C5430,I-1001,2015,03-26-2015,5
C5430,I-1003,2015,11-13-2015,6
C5430,I-1011,2015,07-25-2015,7
C5430,I-1016,2015,05-17-2015,1
C5430,I-1018,2015,04-18-2015,7
C5430,I-1024,2015,01-04-2015,1
C5430,I-1032,2015,10-17-2015,7
C5430,I-1033,2015,04-25-2015,7
C5430,I-1034,2015,03-11-2015,4
C5430,I-1043,2015,03-28-2015,7
C5430,I-1046,2015,09-26-2015,7
C5430,I-1052,2015,10-26-2015,2
C5430,I-1058,2015,01-10-2015,7
C5430,I-1059,2015,05-22-2015,6
C5430,I-1065,2015,04-07-2015,3
C5431,I-1006,2015,10-23-2015,6
C5431,I-1013,2015,04-09-2015,5
C5431,I-1031,2015,06-18-2015,5
C5431,I-1034,2015,01-18-2015,1
C5431,I-1043,2015,05-20-2015,4
C5431,I-1044,2015,01-09-2015,6
C5431,I-1045,2015,01-26-2015,2
C5431,I-1052,2015,12-05-2015,7
C5431,I-1062,2015,12-25-2015,6
C5431,I-1065,2015,09-26-2015,7
C5433,I-1027,2015,11-13-2015,6
C5433,I-1040,2015,01-02-2015,6
C5433,I-1047,2015,07-07-2015,3
C5433,I-1052,2015,06-27-2015,7
C5433,I-1066,2015,05-19-2015,3
C5434,I-1001,2015,07-31-2015,6
C5434,I-1010,2015,02-16-2015,2
C5434,I-1020,2015,02-26-2015,5
C5434,I-1048,2015,03-01-2015,1
C5434,I-1057,2015,10-08-2015,5
C5434,I-1061,2015,04-30-2015,5
C5434,I-1067,2015,01-15-2015,5
C5435,I-1017,2015,03-08-2015,1
C5435,I-1021,2015,01-17-2015,7
C5435,I-1022,2014,12-30-2014,3
C5435,I-1045,2015,10-26-2015,2
C5435,I-1047,2015,06-18-2015,5
C5436,I-1019,2015,04-18-2015,7
C5436,I-1036,2015,04-08-2015,4
C5436,I-1057,2015,11-10-2015,3
C5436,I-1059,2015,03-28-2015,7
C5436,I-1060,2015,06-20-2015,7
C5438,I-1022,2015,05-16-2015,7
C5438,I-1057,2015,01-13-2015,3
C5438,I-1058,2015,07-03-2015,6
C5438,I-1062,2015,10-22-2015,5
C5438,I-1067,2015,08-14-2015,6
C5439,I-1042,2015,03-31-2015,3
C5439,I-1045,2015,02-01-2015,1
C5439,I-1046,2015,05-30-2015,7
C5439,I-1051,2015,07-18-2015,7
C5439,I-1055,2015,11-19-2015,5
C5440,I-1009,2015,06-25-2015,5
C5440,I-1011,2015,08-28-2015,6
C5440,I-1036,2015,09-02-2015,4
C5440,I-1048,2015,05-27-2015,4
C5440,I-1050,2015,01-09-2015,6
C5440,I-1052,2015,01-04-2015,1
C5440,I-1059,2015,05-31-2015,1
C5440,I-1065,2015,05-16-2015,7
C5441,I-1002,2015,01-15-2015,5
C5441,I-1009,2015,04-15-2015,4
C5441,I-1010,2015,03-18-2015,4
C5441,I-1011,2015,12-04-2015,6
C5441,I-1012,2015,04-26-2015,1
C5441,I-1031,2015,05-30-2015,7
C5441,I-1055,2015,12-24-2015,5
C5441,I-1058,2015,03-07-2015,7
C5442,I-1006,2015,06-09-2015,3
C5442,I-1011,2015,02-15-2015,1
C5442,I-1012,2015,07-16-2015,5
C5442,I-1013,2015,03-26-2015,5
C5442,I-1023,2015,06-30-2015,3
C5442,I-1024,2015,05-28-2015,5
C5442,I-1028,2015,12-02-2015,4
C5442,I-1045,2015,11-26-2015,5
C5442,I-1055,2015,08-30-2015,1
C5442,I-1066,2015,05-09-2015,7
C5443,I-1006,2015,02-27-2015,6
C5443,I-1051,2015,05-11-2015,2
C5443,I-1056,2015,09-04-2015,6
C5443,I-1060,2015,06-14-2015,1
C5443,I-1067,2015,05-27-2015,4
C5444,I-1016,2015,10-28-2015,4
C5444,I-1028,2015,01-06-2015,3
C5444,I-1042,2015,07-11-2015,7
C5444,I-1043,2015,08-23-2015,1
C5444,I-1047,2015,07-09-2015,5
C5444,I-1048,2015,01-01-2015,5
C5444,I-1067,2015,02-01-2015,1
C5445,I-1003,2015,02-21-2015,7
C5445,I-1004,2015,03-31-2015,3
C5445,I-1011,2015,05-13-2015,4
C5445,I-1017,2015,10-24-2015,7
C5445,I-1018,2015,10-17-2015,7
C5445,I-1019,2015,12-04-2015,6
C5445,I-1020,2015,03-10-2015,3
C5445,I-1051,2015,03-22-2015,1
C5446,I-1015,2015,07-27-2015,2
C5446,I-1020,2015,01-18-2015,1
C5446,I-1056,2015,02-26-2015,5
C5446,I-1057,2015,12-25-2015,6
C5446,I-1058,2015,04-09-2015,5
C5447,I-1016,2015,03-06-2015,6
C5447,I-1036,2015,05-08-2015,6
C5447,I-1039,2015,02-06-2015,6
C5447,I-1042,2015,08-28-2015,6
C5447,I-1048,2015,05-29-2015,6
C5447,I-1060,2015,07-20-2015,2
C5449,I-1011,2015,01-23-2015,6
C5449,I-1017,2015,11-27-2015,6
C5449,I-1043,2015,04-17-2015,6
C5449,I-1048,2015,01-07-2015,4
C5449,I-1058,2015,03-11-2015,4
C5450,I-1001,2015,08-16-2015,1
C5450,I-1002,2015,10-29-2015,5
C5450,I-1003,2015,03-29-2015,1
C5450,I-1006,2015,11-05-2015,5
C5450,I-1007,2015,03-06-2015,6
C5450,I-1008,2015,09-06-2015,1
C5450,I-1012,2015,06-06-2015,7
C5450,I-1013,2015,01-14-2015,4
C5450,I-1014,2015,03-07-2015,7
C5450,I-1028,2015,02-12-2015,5
C5450,I-1040,2015,02-28-2015,7
C5450,I-1044,2015,06-02-2015,3
C5450,I-1052,2015,01-23-2015,6
C5450,I-1053,2015,09-21-2015,2
C5450,I-1061,2015,10-08-2015,5
C5450,I-1062,2015,11-06-2015,6
C5451,I-1032,2015,12-03-2015,5
C5451,I-1045,2015,11-27-2015,6
C5451,I-1052,2015,05-16-2015,7
C5451,I-1053,2015,12-23-2015,4
C5451,I-1056,2015,03-04-2015,4
C5451,I-1064,2015,01-06-2015,3
C5452,I-1051,2015,06-29-2015,2
C5452,I-1052,2015,12-20-2015,1
C5452,I-1056,2015,07-27-2015,2
C5452,I-1059,2015,06-21-2015,1
C5452,I-1067,2015,06-27-2015,7
C5453,I-1019,2015,11-07-2015,7
C5453,I-1046,2015,12-16-2015,4
C5453,I-1054,2015,05-29-2015,6
C5453,I-1056,2015,09-19-2015,7
C5453,I-1057,2015,01-10-2015,7
C5453,I-1067,2015,11-13-2015,6
C5455,I-1008,2015,07-05-2015,1
C5455,I-1010,2015,06-28-2015,1
C5455,I-1013,2015,03-28-2015,7
C5455,I-1015,2015,08-07-2015,6
C5455,I-1025,2015,12-10-2015,5
C5455,I-1026,2015,04-29-2015,4
C5455,I-1044,2015,11-15-2015,1
C5455,I-1047,2015,11-29-2015,1
C5455,I-1051,2015,07-16-2015,5
C5455,I-1052,2015,09-20-2015,1
C5455,I-1058,2015,11-07-2015,7
C5455,I-1065,2015,06-08-2015,2
C5455,I-1067,2015,03-11-2015,4
C5456,I-1013,2015,03-31-2015,3
C5456,I-1014,2015,10-10-2015,7
C5456,I-1017,2015,04-14-2015,3
C5456,I-1020,2015,08-28-2015,6
C5456,I-1022,2015,06-19-2015,6
C5456,I-1057,2015,06-12-2015,6
C5457,I-1011,2015,03-22-2015,1
C5457,I-1012,2015,11-01-2015,1
C5457,I-1037,2015,06-30-2015,3
C5457,I-1039,2015,12-03-2015,5
C5457,I-1045,2015,05-16-2015,7
C5457,I-1051,2015,10-15-2015,5
C5457,I-1054,2015,02-08-2015,1
C5457,I-1059,2015,06-17-2015,4
C5457,I-1065,2015,09-16-2015,4
C5458,I-1051,2015,07-29-2015,4
C5459,I-1016,2015,09-05-2015,7
C5459,I-1040,2015,08-07-2015,6
C5459,I-1055,2015,01-31-2015,7
C5460,I-1007,2015,09-19-2015,7
C5460,I-1008,2015,03-13-2015,6
C5460,I-1012,2015,01-16-2015,6
C5460,I-1014,2015,12-20-2015,1
C5460,I-1016,2015,03-13-2015,6
C5460,I-1023,2015,08-05-2015,4
C5460,I-1034,2015,05-11-2015,2
C5460,I-1036,2015,07-12-2015,1
C5460,I-1041,2015,06-10-2015,4
C5460,I-1044,2015,12-26-2015,7
C5460,I-1050,2015,07-29-2015,4
C5460,I-1054,2015,08-22-2015,7
C5460,I-1058,2015,01-14-2015,4
C5460,I-1060,2015,07-25-2015,7
C5461,I-1015,2015,12-16-2015,4
C5461,I-1017,2015,02-17-2015,3
C5461,I-1018,2015,04-09-2015,5
C5461,I-1021,2015,01-09-2015,6
C5461,I-1034,2015,06-19-2015,6
C5461,I-1037,2015,11-20-2015,6
C5461,I-1041,2015,12-18-2015,6
C5461,I-1048,2015,11-05-2015,5
C5461,I-1050,2015,11-03-2015,3
C5461,I-1055,2015,07-08-2015,4
C5461,I-1057,2015,07-03-2015,6
C5461,I-1066,2015,01-02-2015,6
C5462,I-1006,2015,11-14-2015,7
C5462,I-1013,2015,05-15-2015,6
C5462,I-1016,2015,10-05-2015,2
C5462,I-1020,2015,06-12-2015,6
C5462,I-1031,2015,09-19-2015,7
C5462,I-1044,2015,03-14-2015,7
C5462,I-1049,2015,05-10-2015,1
C5462,I-1059,2015,06-25-2015,5
C5462,I-1063,2015,01-01-2015,5
C5463,I-1021,2015,08-07-2015,6
C5463,I-1045,2015,01-16-2015,6
C5463,I-1056,2015,11-15-2015,1
C5463,I-1066,2015,11-10-2015,3
C5464,I-1037,2015,01-30-2015,6
C5464,I-1044,2015,03-21-2015,7
C5464,I-1052,2015,07-04-2015,7
C5464,I-1054,2015,03-19-2015,5
C5464,I-1056,2015,01-03-2015,7
C5466,I-1009,2015,03-21-2015,7
C5466,I-1012,2015,05-24-2015,1
C5466,I-1013,2015,10-18-2015,1
C5466,I-1036,2015,11-16-2015,2
C5466,I-1044,2015,06-28-2015,1
C5466,I-1048,2015,10-04-2015,1
C5466,I-1065,2015,08-29-2015,7
C5466,I-1066,2015,09-11-2015,6
C5467,I-1010,2015,11-27-2015,6
C5467,I-1013,2015,11-06-2015,6
C5467,I-1014,2015,03-17-2015,3
C5467,I-1017,2015,03-15-2015,1
C5467,I-1022,2015,11-12-2015,5
C5467,I-1027,2015,12-13-2015,1
C5467,I-1031,2015,03-16-2015,2
C5467,I-1034,2015,09-17-2015,5
C5467,I-1043,2015,03-14-2015,7
C5467,I-1049,2015,08-06-2015,5
C5467,I-1050,2015,01-23-2015,6
C5467,I-1051,2015,01-17-2015,7
C5467,I-1053,2015,04-10-2015,6
C5467,I-1055,2015,09-20-2015,1
C5467,I-1061,2015,04-17-2015,6
C5469,I-1041,2015,12-05-2015,7
C5469,I-1048,2015,06-11-2015,5
C5469,I-1063,2015,10-23-2015,6
C5470,I-1004,2015,03-06-2015,6
C5470,I-1008,2015,04-24-2015,6
C5470,I-1036,2015,12-03-2015,5
C5470,I-1041,2015,05-22-2015,6
C5470,I-1055,2015,12-10-2015,5
C5472,I-1003,2015,08-18-2015,3
C5472,I-1005,2015,08-09-2015,1
C5472,I-1006,2014,12-30-2014,3
C5472,I-1039,2015,08-28-2015,6
C5472,I-1047,2015,12-04-2015,6
C5472,I-1049,2015,09-25-2015,6
C5472,I-1050,2015,12-24-2015,5
C5472,I-1053,2015,07-10-2015,6
C5472,I-1054,2015,05-20-2015,4
C5473,I-1008,2015,11-26-2015,5
C5473,I-1042,2015,08-26-2015,4
C5473,I-1044,2015,03-02-2015,2
C5473,I-1046,2015,09-29-2015,3
C5473,I-1047,2015,09-13-2015,1
C5473,I-1052,2015,01-18-2015,1
C5473,I-1054,2015,04-28-2015,3
C5473,I-1058,2015,05-19-2015,3
C5473,I-1066,2015,05-23-2015,7
C5474,I-1011,2015,02-21-2015,7
C5474,I-1015,2015,04-29-2015,4
C5474,I-1016,2015,08-14-2015,6
C5474,I-1033,2015,12-21-2015,2
C5474,I-1044,2015,10-11-2015,1
C5474,I-1050,2015,10-17-2015,7
C5474,I-1064,2015,02-27-2015,6
C5475,I-1001,2015,06-23-2015,3
C5475,I-1012,2015,07-07-2015,3
C5475,I-1016,2015,09-27-2015,1
C5475,I-1018,2015,01-25-2015,1
C5475,I-1021,2015,10-23-2015,6
C5475,I-1029,2015,10-14-2015,4
C5475,I-1033,2015,02-08-2015,1
C5475,I-1034,2015,07-18-2015,7
C5475,I-1037,2015,09-01-2015,3
C5475,I-1038,2015,01-12-2015,2
C5475,I-1047,2015,11-28-2015,7
C5475,I-1050,2015,10-22-2015,5
C5475,I-1052,2015,03-29-2015,1
C5475,I-1063,2015,01-10-2015,7
C5475,I-1065,2015,01-18-2015,1
C5477,I-1013,2015,05-16-2015,7
C5477,I-1016,2015,05-18-2015,2
C5477,I-1038,2015,12-20-2015,1
C5477,I-1047,2015,04-20-2015,2
C5477,I-1048,2015,03-17-2015,3
C5477,I-1050,2015,01-02-2015,6
C5477,I-1053,2015,09-11-2015,6
C5477,I-1065,2015,07-02-2015,5
C5477,I-1067,2015,10-18-2015,1
C5478,I-1013,2015,10-25-2015,1
C5478,I-1043,2015,02-11-2015,4
C5478,I-1045,2015,07-30-2015,5
C5478,I-1057,2015,07-10-2015,6
C5478,I-1067,2015,03-14-2015,7
C5479,I-1043,2015,09-13-2015,1
C5479,I-1048,2015,11-14-2015,7
C5479,I-1049,2015,11-19-2015,5
C5479,I-1050,2015,12-12-2015,7
C5479,I-1051,2015,07-15-2015,4
C5479,I-1059,2015,06-06-2015,7
C5479,I-1065,2015,07-08-2015,4
C5479,I-1066,2015,10-02-2015,6
C5480,I-1009,2015,05-15-2015,6
C5480,I-1013,2015,09-03-2015,5
C5480,I-1048,2015,09-10-2015,5
C5480,I-1065,2015,07-18-2015,7
C5481,I-1046,2015,12-08-2015,3
C5481,I-1047,2015,10-16-2015,6
C5481,I-1052,2015,01-06-2015,3
C5481,I-1056,2015,05-14-2015,5
C5481,I-1058,2015,04-19-2015,1
C5482,I-1001,2014,12-30-2014,3
C5482,I-1051,2015,12-26-2015,7
C5483,I-1006,2015,11-08-2015,1
C5483,I-1010,2015,02-07-2015,7
C5483,I-1016,2015,09-07-2015,2
C5483,I-1019,2015,06-05-2015,6
C5483,I-1021,2015,02-22-2015,1
C5483,I-1029,2015,01-03-2015,7
C5483,I-1034,2015,12-13-2015,1
C5483,I-1042,2015,05-15-2015,6
C5483,I-1045,2015,07-24-2015,6
C5483,I-1047,2015,05-18-2015,2
C5483,I-1058,2015,12-10-2015,5
C5483,I-1063,2015,04-18-2015,7
C5484,I-1008,2015,01-14-2015,4
C5484,I-1013,2015,10-18-2015,1
C5484,I-1019,2015,04-03-2015,6
C5484,I-1021,2015,02-14-2015,7
C5484,I-1039,2015,06-27-2015,7
C5484,I-1050,2015,10-14-2015,4
C5484,I-1051,2015,06-07-2015,1
C5484,I-1062,2015,01-17-2015,7
C5484,I-1067,2015,01-25-2015,1
C5485,I-1019,2015,07-09-2015,5
C5485,I-1021,2015,03-14-2015,7
C5485,I-1053,2015,05-17-2015,1
C5486,I-1041,2015,11-01-2015,1
C5486,I-1045,2015,10-21-2015,4
C5486,I-1047,2015,12-02-2015,4
C5486,I-1050,2015,12-06-2015,1
C5486,I-1067,2015,12-04-2015,6
C5487,I-1036,2015,02-07-2015,7
C5487,I-1042,2015,04-15-2015,4
C5487,I-1055,2015,07-28-2015,3
C5488,I-1002,2015,05-31-2015,1
C5488,I-1010,2015,08-09-2015,1
C5488,I-1035,2015,06-25-2015,5
C5488,I-1040,2015,05-03-2015,1
C5488,I-1049,2015,05-07-2015,5
C5488,I-1051,2015,03-21-2015,7
C5488,I-1056,2015,08-14-2015,6
C5488,I-1064,2015,05-15-2015,6
C5489,I-1015,2015,07-24-2015,6
C5489,I-1043,2015,03-27-2015,6
C5489,I-1050,2015,10-20-2015,3
C5489,I-1058,2015,06-21-2015,1
