prd_company,num_movies,com_dom_bo,com_wrld_bo,com_dom_power,com_wrld_power
Moving Pictures,3,223271376,331085778,0.046141780066575,0.068422954278056
Wild Bunch,61,222913053,758613658,0.046067728204867,0.156776856890672
Sommers Company,3,222642322,707231868,0.046011778308902,0.146158177075635
On The Day Productions,5,221369355,268326185,0.045748703998176,0.055452911323362
Alliance Films,12,220917826,429000838,0.045655389968474,0.088658307526945
Strike Entertainment,7,220560999,623137435,0.045581647273594,0.128779026636264
Dickhouse,3,219232711,332588812,0.045307140196784,0.068733574768255
Blue Wolf,1,219195051,441286003,0.045299357293895,0.091197188200621
Mirage Enterprises,4,216699635,412511398,0.044783648839415,0.085250561637024
Queen Films,1,216303339,903526372,0.044701749389513,0.186724854247209
Live Nation Productions,2,216102710,434918828,0.044660286935351,0.089881333057169
Bill Gerber,1,215288866,434104984,0.044492096047969,0.089713142169786
Wrigley Pictures,6,215241593,626975609,0.044482326500219,0.129572232571293
Riche-Ludwig,2,214843286,519102250,0.044400011452396,0.107278874169539
Gratitude International,1,213117789,296338663,0.044043416242988,0.061242034954668
Practical Pictures,5,212664768,640917614,0.043949793873108,0.132453519639623
Provident Films,11,212410870,222645302,0.043897322723938,0.046012394162609
Conundrum Entertainment,4,212394225,425548106,0.043893882829658,0.08794475792902
Zadan/Meron,2,212338351,377843017,0.043882335779312,0.078085913664566
Aggregate Films,5,211728521,301187409,0.043756306898037,0.062244088041538
Double Dream,1,211593228,470288232,0.043728346933073,0.09719085606765
The Bedford Falls Company,4,211428369,736310575,0.04369427679002,0.152167650063405
Karz Entertainment,4,211304475,425654602,0.043668672568816,0.087966766639219
IMAX Corporation,10,210158723,289845933,0.043431888804851,0.059900232323901
Big Kid Pictures,4,208434597,452110558,0.043075576929481,0.09343421582627
Image Entertainment,8,208236506,555441803,0.043034638984282,0.11478889042099
Mr. Mudd,10,207575892,325441115,0.042898114963859,0.067256415139175
Studio Babelsberg,11,207455905,614107529,0.042873318172331,0.126912885332625
Access Entertainment,2,206869238,696668220,0.042752076210324,0.143975069095341
Kevin Feige,1,206362140,644602516,0.042647278162283,0.133215050027875
Eric's Boy,1,206040085,312383487,0.042580721529518,0.064557895471489
Mythology Entertainment,6,205957861,459506747,0.042563728927098,0.09496272938803
Lloyd Levin,3,205400050,388150793,0.042448450412933,0.080216142544275
DNA Films,15,204824891,508182402,0.04232958672088,0.105022153071639
Whitaker Entertainment,4,204281317,320423618,0.042217250458134,0.06621948757951
Zhiv,3,203615100,383279805,0.042079568508744,0.079209492874132
Ivan Reitman Production,3,201534845,317931537,0.041649658188792,0.06570446834386
Brandywine,2,200739115,640969512,0.041485210782634,0.132464245000593
Herrick Entertainment,5,200730790,283273957,0.041483490318839,0.058542052531097
Film 4,38,199458484,671215963,0.041220552611905,0.138715046670022
Dino De Laurentiis,4,198694051,456041362,0.041062573116308,0.094246564891798
David Entertainment Company,2,198590336,447449374,0.041041139134016,0.092470924737054
Horseshoe Bay,3,198023124,353149242,0.040923917787402,0.07298264088739
Kennedy Miller,1,198000317,385000317,0.040919204439919,0.079565057871885
Wayne Rice,4,197523151,417173367,0.040820592208375,0.08621401495616
Eidos Interactive,2,196797941,430423128,0.04067071862887,0.088952241274954
Hey Eddie,3,196742778,351695429,0.040659318515433,0.072682192523136
Davis Films,11,196662420,1089122815,0.040642711544897,0.225080645336366
Sunday Night,4,196639244,349691590,0.04063792193902,0.072268074510862
Spring Creek Prod,5,196623743,390749098,0.040634718466431,0.080753114277973
Peters Entertainment,3,194321493,331245147,0.040158930145235,0.068455889844985
Malek Akkad,2,192739988,294003028,0.039832092656294,0.060759347211991
Double Dare You,4,192681035,582328302,0.039819909292671,0.120345316622341
Wind Dancer Films,4,192036778,384276691,0.039686765647781,0.079415511645492
Paramount Players,11,191254803,278739568,0.039525160881805,0.057604965190468
Gama Entertainment,2,191216282,485028891,0.039517200042661,0.100237194822755
Heavy Metal,1,191204754,485004754,0.039514817639461,0.100232206614389
Mednick Productions,2,191204754,485004754,0.039514817639461,0.100232206614389
Rough House Pictures,13,190876331,296558679,0.039446944981056,0.061287503971185
Avi Arad,1,190173195,375243139,0.039301633265555,0.077548616851042
Sean Daniel Company,4,188354897,585777363,0.038925859586391,0.121058107562897
Golden Mean,1,188042855,312183437,0.038861372263414,0.06451655267481
Orion Pictures,29,187258565,218815451,0.038699289074173,0.045220908278051
Depth of Field,12,186739495,535912071,0.038592016864863,0.110752830739505
Guy Walks Into a Bar,3,186430094,272113538,0.038528075337068,0.056235614472737
Wanda Media,21,184393825,2883104793,0.038107255265827,0.595829119033568
Overture Films,8,183983289,311771376,0.038022412944519,0.064431395193468
LBI Entertainment,4,183540576,339789937,0.037930920849811,0.070221775951653
Matt Groening,1,183135014,527071022,0.037847106466872,0.108925719061223
Wayans Brothers Entertainment,2,182813789,309424624,0.037780721363831,0.063946409985804
Smoke House Pictures,4,182763215,316898188,0.03777026962377,0.065490914044405
Baltimore Spring Creek Pictures,2,182693512,328786512,0.037755864640231,0.067947782637216
Levantine Films,3,181599209,249929644,0.037529713445856,0.051651039520468
Pure Flix,16,181268092,195951590,0.037461284039167,0.040495809769523
Ashok Amritraj,6,180580570,229519448,0.037319199149096,0.047433021107988
Nuyorican,4,180251890,267177559,0.037251273378475,0.055215533611896
Geffen Pictures,3,179898944,314679229,0.037178332740051,0.065032338834322
Momentum Pictures,25,179122127,565888683,0.03701779393831,0.116947866855756
T.D. Jakes,4,178790251,200676920,0.036949207674922,0.041472357419778
TPS Star,11,178399693,367968288,0.0368684940534,0.076045179281602
IMF,6,177965784,389294809,0.036778821413738,0.080452567542456
China Film Group,8,176830538,793148523,0.036544208844084,0.163913912137104
Gunnfilms,4,176722474,239087066,0.036521876087372,0.049410287219865
Amazon Studios,46,176286624,337867723,0.036431802316151,0.06982452675107
Blueprint Films,15,176180061,522714206,0.036409779759577,0.108025329368356
Mandalay Vision,10,176125637,306094086,0.036398532369592,0.063258113283143
Ludlum Entertainment,1,176087450,311001124,0.036390640555661,0.064272213129844
Hemdale,3,176052820,216071102,0.036383483839595,0.04465375475281
Automatik,39,175928141,292738103,0.036357717388472,0.060497934879625
Ivanhoe Pictures,3,175319554,289639273,0.036231945388458,0.059857523489301
SK Global,4,175087951,238838834,0.036184081775665,0.049358987019389
Gilbert Films,10,175064514,488345427,0.036179238230922,0.100922597839641
Electric Somewhere,1,174532921,238099711,0.036069377989406,0.049206238147056
Gulfstream Pictures,7,174429511,364045436,0.036048007039121,0.075234473594825
Chris Morgan Productions,2,173956935,760582290,0.035950343387615,0.157183698942723
Polygram Pictures,5,173869525,318380585,0.035932279034415,0.065797269644351
Neal Street,3,173826124,414853067,0.035923309683159,0.085734496380127
Harbinger Pictures,3,173710166,224378545,0.03589934553411,0.046370590178331
Groucho II Film Partnership,1,173396389,465421959,0.035834499652012,0.096185180810335
Michael Bay,3,172905798,280054722,0.035733112978851,0.057876757964396
Lorne Michaels,4,172179940,217085739,0.035583105482164,0.044863441986974
OddLot Entertainment,8,171662190,313221878,0.035476106067114,0.064731159298787
Producer Circle Company,1,170687518,306770545,0.035274678092482,0.063397911867991
Martin Bregman,3,170002424,254977424,0.035133094978519,0.052694225435103
TTK Productions,2,169418043,260018043,0.03501232544657,0.053735931440881
Bona Fide,13,169218250,296610190,0.034971035762106,0.061298149353838
EMI,1,169100479,340800479,0.034946696934274,0.070430616903625
Phillips,1,169100479,340800479,0.034946696934274,0.070430616903625
Celador Films,4,168402989,450466801,0.034802552034219,0.09309451319472
The Fyzz Facility,43,168013124,346882643,0.034721981629683,0.071687571013214
