customer_id,gender,state,age,age_group,married,kids_under12,register_year,drop_flag,drop_year,last_down_date,down_flag,customer_sales,download_cnt,duration,expiration,first_down_date,activation_day
C5451,M,MD,23,20s,S,N,2014,N,.,2015-12-23 00:00:00,1,22.06706121395119,22.0,4.0,2016-12-23 00:00:00,2014-05-14,954
C5452,M,NY,19,10s,S,N,2014,N,.,2015-12-20 00:00:00,1,25.4929213454096,25.0,4.0,2016-12-20 00:00:00,2014-05-18,947
C5453,F,MS,31,30s,M,Y,2014,N,.,2015-12-16 00:00:00,1,21.682354839899993,21.0,4.0,2016-12-16 00:00:00,2015-01-10,706
C5454,F,NC,64,60s+,M,N,2014,Y,2015,2014-10-26 00:00:00,1,7.184287053383437,7.0,1.0,2015-10-26 00:00:00,2014-01-11,653
C5455,M,TN,63,60s+,M,N,2014,N,.,2018-12-23 00:00:00,1,42.00300854820183,43.0,4.0,2018-12-31 00:00:00,2014-01-12,1814
C5456,M,VA,32,30s,M,Y,2014,N,.,2017-12-28 00:00:00,1,28.53830623317039,29.0,4.0,2018-12-28 00:00:00,2014-01-26,1797
C5457,F,CA,51,50s,M,N,2014,N,.,2018-12-12 00:00:00,1,39.74041393214399,41.0,4.0,2018-12-31 00:00:00,2014-01-11,1815
C5458,F,NV,72,60s+,S,N,2014,N,.,2017-12-23 00:00:00,1,34.610857577367995,35.0,4.0,2018-12-23 00:00:00,2014-08-27,1579
C5459,F,SC,53,50s,M,N,2014,N,.,2018-12-15 00:00:00,1,31.57959645397119,32.0,4.0,2018-12-31 00:00:00,2014-01-17,1809
C5460,M,GA,59,50s,M,N,2014,N,.,2015-12-26 00:00:00,1,40.306528449405185,41.0,4.0,2016-12-26 00:00:00,2014-02-11,1049
C5461,F,GA,37,30s,M,Y,2014,N,.,2018-12-20 00:00:00,1,43.391070216052036,44.0,4.0,2018-12-31 00:00:00,2014-03-02,1765
C5462,M,CA,44,40s,M,N,2014,N,.,2014-12-28 00:00:00,1,45.07772070602357,46.0,4.0,2015-12-28 00:00:00,2014-01-05,722
C5463,M,FL,27,20s,S,N,2014,N,.,2017-11-23 00:00:00,1,18.300324156805438,18.0,4.0,2018-11-23 00:00:00,2014-01-03,1785
C5464,F,CA,48,40s,M,Y,2014,N,.,2017-12-29 00:00:00,1,34.32036146931159,34.0,4.0,2018-12-29 00:00:00,2014-07-20,1623
C5465,F,AL,59,50s,M,N,2014,Y,2015,2014-11-17 00:00:00,1,8.677945562285997,9.0,1.0,2015-11-17 00:00:00,2014-03-21,606
C5466,M,FL,50,50s,S,N,2014,N,.,2017-12-23 00:00:00,1,34.060632113771426,35.0,4.0,2018-12-23 00:00:00,2014-02-02,1785
C5467,M,VA,55,50s,M,N,2014,N,.,2015-12-13 00:00:00,1,46.68134512462511,48.0,4.0,2016-12-13 00:00:00,2014-01-14,1064
C5468,M,NV,42,40s,M,Y,2014,N,.,2018-12-25 00:00:00,1,40.341192244367996,42.0,4.0,2018-12-31 00:00:00,2014-06-12,1663
C5469,F,CA,25,20s,S,N,2014,N,.,2014-12-27 00:00:00,1,20.666338887417993,21.0,4.0,2015-12-27 00:00:00,2014-12-27,365
C5470,F,TX,35,30s,M,Y,2014,N,.,2014-12-12 00:00:00,1,36.144730101736,37.0,4.0,2015-12-12 00:00:00,2014-01-06,705
C5471,F,CA,55,50s,S,N,2014,Y,2015,2014-12-09 00:00:00,1,7.100137278233997,7.0,1.0,2015-12-09 00:00:00,2014-03-15,634
C5472,F,TX,43,40s,M,Y,2014,N,.,2016-12-30 00:00:00,1,39.65931367262318,40.0,4.0,2017-12-30 00:00:00,2014-05-21,1319
C5473,M,CA,21,20s,S,N,2014,N,.,2015-11-26 00:00:00,1,23.125883890967987,22.0,4.0,2016-11-26 00:00:00,2014-01-13,1048
C5474,F,FL,67,60s+,S,N,2014,N,.,2015-12-21 00:00:00,1,28.12281968039283,29.0,4.0,2016-12-21 00:00:00,2014-01-06,1080
C5475,F,TN,67,60s+,M,N,2014,N,.,2018-12-15 00:00:00,1,42.94783932571162,44.0,4.0,2018-12-31 00:00:00,2014-01-12,1814
C5476,M,CA,23,20s,S,N,2014,Y,2015,2014-11-01 00:00:00,1,4.207488757471999,4.0,1.0,2015-11-01 00:00:00,2014-01-18,652
C5477,F,FL,27,20s,M,Y,2014,N,.,2018-12-28 00:00:00,1,32.12633978367039,32.0,4.0,2018-12-31 00:00:00,2014-04-10,1726
C5478,M,NC,28,20s,S,N,2014,N,.,2015-10-25 00:00:00,1,22.047428340967986,22.0,4.0,2016-10-25 00:00:00,2014-01-01,1028
C5479,M,GA,26,20s,M,N,2014,N,.,2014-12-25 00:00:00,1,28.348809481921588,28.0,4.0,2015-12-25 00:00:00,2014-01-25,699
C5480,M,CA,37,30s,M,N,2014,N,.,2017-12-25 00:00:00,1,35.101368369239985,36.0,4.0,2018-12-25 00:00:00,2014-02-28,1761
C5481,F,NC,19,10s,S,N,2014,N,.,2018-12-14 00:00:00,1,22.236687563567994,22.0,4.0,2018-12-31 00:00:00,2014-10-30,1523
C5482,M,SC,62,60s+,S,N,2014,N,.,2014-12-30 00:00:00,1,42.00703204605264,43.0,4.0,2015-12-30 00:00:00,2014-07-13,535
C5483,M,GA,45,40s,M,Y,2014,N,.,2016-12-30 00:00:00,1,43.53309163766438,44.0,4.0,2017-12-30 00:00:00,2014-01-09,1451
C5484,M,NC,46,40s,M,Y,2014,N,.,2016-12-18 00:00:00,1,39.13067299087446,40.0,4.0,2017-12-18 00:00:00,2014-02-05,1412
C5485,F,CA,27,20s,S,Y,2014,N,.,2018-12-21 00:00:00,1,28.68354592483119,29.0,4.0,2018-12-31 00:00:00,2014-02-18,1777
C5486,F,VA,23,20s,M,Y,2014,N,.,2016-12-30 00:00:00,1,23.98134030866959,24.0,4.0,2017-12-30 00:00:00,2014-04-29,1341
C5487,M,SC,28,20s,S,N,2014,N,.,2017-12-30 00:00:00,1,23.77631675804999,24.0,4.0,2018-12-30 00:00:00,2015-02-07,1422
C5488,F,CA,56,50s,M,N,2014,N,.,2016-11-13 00:00:00,1,46.84918783997245,48.0,4.0,2017-11-13 00:00:00,2014-02-20,1362
C5489,F,MD,30,30s,M,N,2014,N,.,2015-12-31 00:00:00,1,27.05041225341799,27.0,4.0,2016-12-31 00:00:00,2014-09-28,825
C5490,F,PA,31,30s,M,Y,2014,Y,2015,2014-10-06 00:00:00,1,3.9971143195983982,4.0,1.0,2015-10-06 00:00:00,2014-02-07,606
C5491,M,FL,58,50s,M,N,2014,N,.,2014-12-12 00:00:00,1,31.709748382484705,32.0,4.0,2015-12-12 00:00:00,2014-02-24,656
C5492,F,ME,23,20s,S,N,2014,N,.,2017-12-31 00:00:00,1,36.305777076568,36.0,4.0,2018-12-31 00:00:00,2014-11-09,1513
C5493,M,GA,31,30s,M,N,2014,N,.,2015-12-18 00:00:00,1,30.049760486485184,30.0,4.0,2016-12-18 00:00:00,2014-08-12,859
C5494,M,ME,23,20s,S,N,2014,Y,2015,2014-06-25 00:00:00,1,3.365991005977599,3.0,1.0,2015-06-25 00:00:00,2014-01-07,534
C5495,M,SC,23,20s,M,Y,2014,N,.,2018-12-25 00:00:00,1,44.63775457404999,46.0,4.0,2018-12-31 00:00:00,2015-03-16,1386
C5496,F,PA,70,60s+,M,N,2014,N,.,2016-12-14 00:00:00,1,33.19964306551278,34.0,4.0,2017-12-14 00:00:00,2014-01-26,1418
C5497,M,NC,47,40s,M,Y,2014,N,.,2015-12-19 00:00:00,1,36.239749008925195,37.0,4.0,2016-12-19 00:00:00,2014-02-05,1048
C5498,F,KY,24,20s,M,N,2014,N,.,2015-12-27 00:00:00,1,25.00203237116719,26.0,4.0,2016-12-27 00:00:00,2014-08-09,871
C5499,M,NY,51,50s,S,N,2014,Y,2015,2014-10-19 00:00:00,1,2.8400549112935987,3.0,1.0,2015-10-19 00:00:00,2014-05-02,535
C5500,M,SC,44,40s,M,Y,2014,N,.,2018-12-28 00:00:00,1,52.25334227879918,53.0,4.0,2018-12-31 00:00:00,2014-01-05,1821
C5501,M,MD,31,30s,S,N,2014,N,.,2018-12-11 00:00:00,1,30.09052752294158,30.0,4.0,2018-12-31 00:00:00,2014-07-11,1634
C5502,M,CA,46,40s,S,N,2014,N,.,2015-12-28 00:00:00,1,33.34369744603439,34.0,4.0,2016-12-28 00:00:00,2014-05-03,970
C5503,F,TN,43,40s,M,N,2014,N,.,2016-12-21 00:00:00,1,32.68902666886238,34.0,4.0,2017-12-21 00:00:00,2014-01-27,1424
C5504,F,CA,60,60s+,S,N,2014,N,.,2018-12-27 00:00:00,1,42.44418298652999,44.0,4.0,2018-12-31 00:00:00,2014-03-12,1755
C5505,F,CA,30,30s,M,Y,2014,N,.,2015-12-20 00:00:00,1,28.477542083379987,28.0,4.0,2016-12-20 00:00:00,2014-01-11,1074
C5506,F,TN,38,30s,M,N,2014,N,.,2015-12-29 00:00:00,1,41.960296185293174,43.0,4.0,2016-12-29 00:00:00,2014-07-20,893
C5507,M,SC,23,20s,S,N,2014,N,.,2018-12-29 00:00:00,1,33.65447719419919,34.0,4.0,2018-12-31 00:00:00,2014-02-02,1793
C5508,M,WV,41,40s,M,N,2014,N,.,2018-12-25 00:00:00,1,35.85080319721119,37.0,4.0,2018-12-31 00:00:00,2014-01-07,1819
C5509,F,NV,33,30s,M,Y,2014,N,.,2018-12-08 00:00:00,1,29.733823970599992,30.0,4.0,2018-12-31 00:00:00,2015-09-17,1201
C5510,M,FL,45,40s,M,N,2014,Y,2015,2014-12-20 00:00:00,1,6.206045917271197,6.0,1.0,2015-12-20 00:00:00,2014-03-26,634
C5511,M,FL,55,50s,M,N,2014,N,.,2015-12-12 00:00:00,1,36.86943364786184,38.0,4.0,2016-12-12 00:00:00,2014-01-12,1065
C5512,F,KY,38,30s,M,Y,2014,N,.,2014-11-19 00:00:00,1,34.613410275041986,35.0,4.0,2015-11-19 00:00:00,2014-01-22,666
C5513,F,LA,36,30s,M,N,2014,Y,2015,2014-12-20 00:00:00,1,5.837890650992398,6.0,1.0,2015-12-20 00:00:00,2014-01-01,718
C5514,M,AL,34,30s,S,N,2014,N,.,2015-12-22 00:00:00,1,31.44600415997999,31.0,4.0,2016-12-22 00:00:00,2014-03-02,1026
C5515,F,CA,22,20s,S,Y,2014,N,.,2014-10-27 00:00:00,1,28.077510320561593,28.0,4.0,2015-10-27 00:00:00,2014-01-31,634
C5516,M,TN,60,60s+,S,N,2014,N,.,2014-12-17 00:00:00,1,44.847606598291186,45.0,4.0,2015-12-17 00:00:00,2014-01-19,697
C5517,M,AL,34,30s,S,N,2014,N,.,2017-12-31 00:00:00,1,33.54257280354,33.0,4.0,2018-12-31 00:00:00,2014-02-02,1793
C5518,F,MD,47,40s,S,N,2014,N,.,2015-12-29 00:00:00,1,27.676264253398784,29.0,4.0,2016-12-29 00:00:00,2014-02-15,1048
C5519,M,WV,64,60s+,M,N,2014,N,.,2015-12-23 00:00:00,1,46.294990668889085,47.0,4.0,2016-12-23 00:00:00,2014-01-14,1074
C5520,F,NC,56,50s,M,N,2014,N,.,2018-12-08 00:00:00,1,42.155575847861975,43.0,4.0,2018-12-31 00:00:00,2014-01-05,1821
C5521,M,MS,90,60s+,S,N,2014,N,.,2016-12-23 00:00:00,1,42.28463348208306,44.0,4.0,2017-12-23 00:00:00,2014-01-05,1448
C5522,F,VA,39,30s,M,N,2014,Y,2015,2014-11-29 00:00:00,1,4.102301538535198,4.0,1.0,2015-11-29 00:00:00,2014-06-13,534
C5523,M,MD,63,60s+,S,N,2014,N,.,2016-12-31 00:00:00,1,39.70282896170199,40.0,4.0,2017-12-31 00:00:00,2014-01-11,1450
C5524,M,MA,25,20s,S,N,2014,N,.,2015-12-24 00:00:00,1,24.46827264950039,25.0,4.0,2016-12-24 00:00:00,2014-01-31,1058
C5525,M,VA,24,20s,S,N,2014,N,.,2016-12-26 00:00:00,1,31.61031471033759,31.0,4.0,2017-12-26 00:00:00,2014-05-09,1327
C5526,M,VA,66,60s+,M,N,2014,N,.,2016-12-19 00:00:00,1,40.42408511037879,42.0,4.0,2017-12-19 00:00:00,2014-11-02,1143
C5527,M,CA,35,30s,M,Y,2014,N,.,2017-12-07 00:00:00,1,38.89151101189759,40.0,4.0,2018-12-07 00:00:00,2014-03-21,1722
C5528,F,FL,85,60s+,M,N,2014,N,.,2014-12-19 00:00:00,1,40.06559939770442,42.0,4.0,2015-12-19 00:00:00,2014-02-15,672
C5529,M,VA,38,30s,M,N,2014,Y,2015,2014-11-29 00:00:00,1,9.288031432119437,9.0,1.0,2015-11-29 00:00:00,2014-01-01,697
C5530,M,KY,46,40s,M,Y,2014,N,.,2015-12-19 00:00:00,1,45.56951551178303,46.0,4.0,2016-12-19 00:00:00,2014-01-22,1062
C5531,F,NV,24,20s,M,Y,2014,N,.,2016-11-15 00:00:00,1,31.193555242999985,32.0,4.0,2017-11-15 00:00:00,2015-04-25,935
C5532,M,TX,36,30s,M,N,2014,N,.,2014-12-19 00:00:00,1,42.13685086587279,43.0,4.0,2015-12-19 00:00:00,2014-01-05,713
C5533,M,MD,48,40s,S,N,2014,N,.,2015-12-19 00:00:00,1,40.68289133460791,41.0,4.0,2016-12-19 00:00:00,2014-01-19,1065
C5534,M,NY,27,20s,M,Y,2014,N,.,2015-12-31 00:00:00,1,30.28508495385767,30.0,4.0,2016-12-31 00:00:00,2014-02-04,1061
C5535,M,NV,52,50s,M,Y,2014,N,.,2018-12-23 00:00:00,1,40.004828048031186,41.0,4.0,2018-12-31 00:00:00,2014-02-10,1785
C5536,M,CA,64,60s+,M,N,2014,N,.,2014-12-14 00:00:00,1,41.71419662615311,42.0,4.0,2015-12-14 00:00:00,2014-01-01,712
C5537,M,NV,55,50s,S,N,2014,N,.,2017-11-14 00:00:00,1,20.881397372999995,22.0,4.0,2018-11-14 00:00:00,2015-04-26,1298
C5538,F,TX,55,50s,M,N,2014,N,.,2016-12-25 00:00:00,1,46.534415073049175,48.0,4.0,2017-12-25 00:00:00,2014-01-06,1449
C5539,F,NJ,35,30s,S,N,2014,N,.,2017-12-29 00:00:00,1,37.225897681655994,38.0,4.0,2018-12-29 00:00:00,2014-03-30,1735
C5540,F,NC,52,50s,M,N,2014,Y,2015,2014-06-26 00:00:00,1,2.945242130230399,3.0,1.0,2015-06-26 00:00:00,2014-02-06,505
C5541,F,NJ,57,50s,M,N,2014,N,.,2016-12-31 00:00:00,1,43.846139105979425,45.0,4.0,2017-12-31 00:00:00,2014-02-14,1416
C5542,F,AZ,59,50s,M,N,2014,N,.,2018-12-18 00:00:00,1,39.33477948077081,40.0,4.0,2018-12-31 00:00:00,2014-01-04,1822
C5543,F,RI,23,20s,M,Y,2014,N,.,2016-12-16 00:00:00,1,30.906656966412385,31.0,4.0,2017-12-16 00:00:00,2014-03-15,1372
C5544,M,NJ,37,30s,S,N,2014,N,.,2018-11-19 00:00:00,1,35.58991713109879,35.0,4.0,2018-12-31 00:00:00,2014-03-30,1737
C5545,F,TX,19,10s,M,Y,2014,N,.,2017-12-28 00:00:00,1,26.07185610666759,27.0,4.0,2018-12-28 00:00:00,2014-11-03,1516
C5546,F,CA,74,60s+,S,N,2014,N,.,2014-12-26 00:00:00,1,42.424545592963575,43.0,4.0,2015-12-26 00:00:00,2014-03-13,653
C5547,F,GA,44,40s,M,Y,2014,N,.,2015-12-29 00:00:00,1,34.83025519341319,36.0,4.0,2016-12-29 00:00:00,2014-01-17,1077
C5548,M,CA,62,60s+,S,N,2014,N,.,2016-12-02 00:00:00,1,33.13197317923103,34.0,4.0,2017-12-02 00:00:00,2014-01-23,1409
C5549,F,NJ,50,50s,M,Y,2014,N,.,2016-12-26 00:00:00,1,38.36325547870599,40.0,4.0,2017-12-26 00:00:00,2014-01-26,1430
C5550,M,CA,80,60s+,S,N,2014,Y,2015,2014-11-21 00:00:00,1,9.235437822651036,9.0,1.0,2015-11-21 00:00:00,2014-01-12,678
C5551,M,IL,54,50s,M,Y,2014,N,.,2016-12-12 00:00:00,1,39.07591388450599,40.0,4.0,2017-12-12 00:00:00,2014-04-04,1348
C5552,F,NJ,52,50s,M,Y,2014,N,.,2017-12-29 00:00:00,1,35.827574986310786,37.0,4.0,2018-12-29 00:00:00,2014-01-25,1799
C5553,M,NC,30,30s,M,Y,2014,N,.,2015-12-24 00:00:00,1,30.869480631826782,31.0,4.0,2016-12-24 00:00:00,2014-01-08,1081
C5554,M,NC,29,20s,M,Y,2014,N,.,2018-12-25 00:00:00,1,26.091752158417584,25.0,4.0,2018-12-31 00:00:00,2014-06-20,1655
C5555,M,TX,56,50s,M,N,2014,N,.,2018-12-28 00:00:00,1,39.22213386166782,40.0,4.0,2018-12-31 00:00:00,2014-01-18,1808
C5556,F,NJ,41,40s,M,Y,2014,N,.,2018-11-25 00:00:00,1,37.77965477456799,38.0,4.0,2018-12-31 00:00:00,2014-02-08,1787
C5557,M,FL,49,40s,M,N,2014,N,.,2017-12-17 00:00:00,1,37.07849064658277,38.0,4.0,2018-12-17 00:00:00,2014-02-21,1760
C5558,F,NC,32,30s,M,N,2014,Y,2015,.,0,.,,1.0,.,,365
C5559,F,TX,47,40s,M,Y,2014,N,.,2017-12-24 00:00:00,1,40.19802424923158,41.0,4.0,2018-12-24 00:00:00,2014-02-09,1779
C5560,M,CA,69,60s+,S,N,2014,N,.,2014-12-20 00:00:00,1,35.810311124683594,36.0,4.0,2015-12-20 00:00:00,2014-01-07,712
C5561,M,TX,45,40s,M,Y,2014,N,.,2015-12-11 00:00:00,1,41.63995845651678,43.0,4.0,2016-12-11 00:00:00,2014-02-11,1034
C5562,M,WV,65,60s+,M,N,2014,N,.,2015-12-18 00:00:00,1,38.66163802481399,40.0,4.0,2016-12-18 00:00:00,2014-02-26,1026
C5563,F,IN,52,50s,S,N,2014,N,.,2015-12-21 00:00:00,1,34.063134917760785,35.0,4.0,2016-12-21 00:00:00,2014-01-24,1062
C5564,M,NC,75,60s+,M,N,2014,N,.,2017-12-31 00:00:00,1,40.75653334682263,42.0,4.0,2018-12-31 00:00:00,2014-01-05,1821
C5565,F,NC,51,50s,M,Y,2014,N,.,2014-12-27 00:00:00,1,36.64318518611159,37.0,4.0,2015-12-27 00:00:00,2014-03-27,640
C5566,M,CA,72,60s+,S,N,2014,Y,2015,2014-10-03 00:00:00,1,9.288031432119437,9.0,1.0,2015-10-03 00:00:00,2014-02-11,599
C5567,M,DC,29,20s,S,N,2014,N,.,2015-12-31 00:00:00,1,26.486055728163628,26.0,4.0,2016-12-31 00:00:00,2014-01-21,1075
C5568,F,MD,56,50s,M,N,2014,Y,2015,2014-11-02 00:00:00,1,7.152730887702397,7.0,1.0,2015-11-02 00:00:00,2014-05-16,535
C5569,M,AL,42,40s,M,Y,2014,N,.,2017-12-27 00:00:00,1,44.14710151305062,45.0,4.0,2018-12-27 00:00:00,2014-04-15,1717
C5570,M,PA,69,60s+,S,N,2014,N,.,2015-12-25 00:00:00,1,36.096810627464386,37.0,4.0,2016-12-25 00:00:00,2014-02-11,1048
C5571,M,TX,59,50s,S,N,2014,N,.,2016-12-14 00:00:00,1,36.48940462712943,37.0,4.0,2017-12-14 00:00:00,2014-02-22,1391
C5572,M,PA,47,40s,M,Y,2014,N,.,2015-12-29 00:00:00,1,49.77248329934443,50.0,4.0,2016-12-29 00:00:00,2014-01-12,1082
C5573,M,CA,54,50s,M,Y,2014,N,.,2015-12-04 00:00:00,1,45.987607460266375,47.0,4.0,2016-12-04 00:00:00,2014-02-14,1024
C5574,M,TX,59,50s,M,N,2014,N,.,2018-12-28 00:00:00,1,38.38420383131182,39.0,4.0,2018-12-31 00:00:00,2014-01-10,1816
C5575,M,CA,53,50s,M,Y,2014,Y,2015,2014-07-21 00:00:00,1,7.236880662851838,7.0,1.0,2015-07-21 00:00:00,2014-01-23,544
C5576,F,IL,49,40s,M,N,2014,N,.,2014-12-07 00:00:00,1,30.78614347289279,32.0,4.0,2015-12-07 00:00:00,2014-01-19,687
C5577,F,MN,33,30s,M,N,2014,N,.,2014-11-07 00:00:00,1,31.87528357985046,32.0,4.0,2015-11-07 00:00:00,2014-06-06,519
C5578,F,VA,55,50s,M,N,2014,N,.,2014-12-20 00:00:00,1,40.387021507958025,41.0,4.0,2015-12-20 00:00:00,2014-04-04,625
C5579,F,FL,58,50s,S,N,2014,N,.,2018-12-15 00:00:00,1,40.39567356629983,41.0,4.0,2018-12-31 00:00:00,2014-04-26,1710
C5580,F,NC,51,50s,M,Y,2014,N,.,2015-12-23 00:00:00,1,37.07407669990239,38.0,4.0,2016-12-23 00:00:00,2014-03-28,1001
C5581,M,FL,35,30s,M,N,2014,N,.,2018-12-21 00:00:00,1,44.171819186954636,44.0,4.0,2018-12-31 00:00:00,2014-04-24,1712
C5582,F,TX,30,30s,M,N,2014,N,.,2015-11-21 00:00:00,1,18.023464001649995,18.0,4.0,2016-11-21 00:00:00,2015-02-22,638
C5583,F,NC,59,50s,M,N,2014,N,.,2014-12-31 00:00:00,1,43.66655443111362,44.0,4.0,2015-12-31 00:00:00,2014-02-28,671
C5584,F,TX,29,20s,M,Y,2014,N,.,2018-12-22 00:00:00,1,33.474551790580385,34.0,4.0,2018-12-31 00:00:00,2014-04-12,1724
C5585,F,SC,31,30s,S,N,2014,N,.,2017-12-31 00:00:00,1,39.670263002367996,40.0,4.0,2018-12-31 00:00:00,2014-10-13,1540
C5586,M,NC,38,30s,M,Y,2014,Y,2015,2014-11-18 00:00:00,1,7.973191195409438,8.0,1.0,2015-11-18 00:00:00,2014-01-18,669
C5587,F,FL,30,30s,S,N,2014,N,.,2016-12-30 00:00:00,1,31.942145021627624,32.0,4.0,2017-12-30 00:00:00,2014-09-21,1196
C5588,F,CA,25,20s,M,Y,2014,N,.,2016-12-28 00:00:00,1,26.973222550342793,27.0,4.0,2017-12-28 00:00:00,2014-01-18,1440
C5589,M,FL,25,20s,S,N,2014,N,.,2015-12-21 00:00:00,1,33.10079666338479,33.0,4.0,2016-12-21 00:00:00,2014-01-13,1073
C5590,M,CA,33,30s,S,N,2014,N,.,2014-12-30 00:00:00,1,24.345063139258386,24.0,4.0,2015-12-30 00:00:00,2014-05-08,601
C5591,F,VT,37,30s,S,N,2014,N,.,2015-12-22 00:00:00,1,41.38119561647358,42.0,4.0,2016-12-22 00:00:00,2014-03-10,1018
C5592,M,CT,64,60s+,S,N,2014,N,.,2014-12-28 00:00:00,1,39.722004976833034,39.0,4.0,2015-12-28 00:00:00,2014-01-09,718
C5593,M,NC,39,30s,M,N,2014,Y,2015,2014-12-10 00:00:00,1,7.363105325575997,7.0,1.0,2015-12-10 00:00:00,2014-03-02,648
C5594,M,NV,43,40s,M,Y,2014,N,.,2016-12-25 00:00:00,1,39.02959647656238,41.0,4.0,2017-12-25 00:00:00,2014-10-07,1175
C5595,M,CA,34,30s,S,N,2014,N,.,2018-12-28 00:00:00,1,34.66198771067719,34.0,4.0,2018-12-31 00:00:00,2014-04-23,1713
C5596,F,SC,55,50s,S,N,2014,N,.,2018-12-22 00:00:00,1,41.087543377399996,43.0,4.0,2018-12-31 00:00:00,2015-04-10,1361
C5597,F,PA,49,40s,S,N,2014,N,.,2017-12-08 00:00:00,1,33.47948261725187,35.0,4.0,2018-12-08 00:00:00,2014-01-04,1799
C5598,M,LA,42,40s,M,Y,2014,N,.,2016-12-12 00:00:00,1,38.74815885158326,40.0,4.0,2017-12-12 00:00:00,2014-03-03,1380
C5599,F,MI,61,60s+,M,N,2014,Y,2015,2014-10-21 00:00:00,1,8.972469775309037,9.0,1.0,2015-10-21 00:00:00,2014-03-08,592
C5600,F,NC,77,60s+,M,N,2014,N,.,2016-12-30 00:00:00,1,44.48305637642918,46.0,4.0,2017-12-30 00:00:00,2014-02-02,1427
C5601,F,NY,36,30s,M,Y,2014,N,.,2017-12-27 00:00:00,1,40.366158070230384,42.0,4.0,2018-12-27 00:00:00,2014-01-24,1798
C5602,M,CA,29,20s,M,Y,2014,N,.,2015-11-06 00:00:00,1,30.791299675987982,31.0,4.0,2016-11-06 00:00:00,2014-05-13,908
C5603,F,IA,19,10s,M,Y,2014,N,.,2014-12-25 00:00:00,1,20.82516864888039,21.0,4.0,2015-12-25 00:00:00,2014-03-19,646
C5604,M,SC,59,50s,S,N,2014,N,.,2016-12-22 00:00:00,1,41.78626538630239,43.0,4.0,2017-12-22 00:00:00,2014-04-22,1340
C5605,F,VA,45,40s,M,N,2014,N,.,2017-12-31 00:00:00,1,37.230349778612386,38.0,4.0,2018-12-31 00:00:00,2014-07-05,1640
C5606,M,TX,60,60s+,M,N,2014,N,.,2016-12-25 00:00:00,1,42.1002767181359,43.0,4.0,2017-12-25 00:00:00,2014-03-03,1393
C5607,M,TX,33,30s,M,Y,2014,N,.,2017-12-10 00:00:00,1,38.26981820145399,38.0,4.0,2018-12-10 00:00:00,2014-05-18,1667
C5608,F,TX,21,20s,S,Y,2014,N,.,2018-12-07 00:00:00,1,23.30961154128543,24.0,4.0,2018-12-31 00:00:00,2014-03-05,1762
C5609,F,CA,22,20s,S,Y,2014,N,.,2015-11-29 00:00:00,1,31.537816141562388,32.0,4.0,2016-11-29 00:00:00,2014-09-14,807
C5610,F,IL,52,50s,M,Y,2014,N,.,2014-12-23 00:00:00,1,35.25409376726483,36.0,4.0,2015-12-23 00:00:00,2014-03-14,649
C5611,M,NY,20,20s,S,N,2014,N,.,2017-12-15 00:00:00,1,25.451671025290793,25.0,4.0,2018-12-15 00:00:00,2014-03-11,1740
C5612,F,AR,54,50s,M,Y,2014,N,.,2014-12-14 00:00:00,1,32.84103769065518,34.0,4.0,2015-12-14 00:00:00,2014-01-21,692
C5613,F,MD,51,50s,M,Y,2014,Y,2015,2014-11-14 00:00:00,1,5.774778319630318,6.0,1.0,2015-11-14 00:00:00,2014-02-21,631
C5614,M,NC,33,30s,M,Y,2014,N,.,2015-11-27 00:00:00,1,34.4638667773916,35.0,4.0,2016-11-27 00:00:00,2014-02-22,1009
C5615,M,TX,48,40s,M,N,2014,N,.,2015-12-18 00:00:00,1,36.594520996998234,37.0,4.0,2016-12-18 00:00:00,2014-06-05,927
C5616,M,MI,25,20s,M,Y,2014,N,.,2016-12-30 00:00:00,1,26.930546601753985,27.0,4.0,2017-12-30 00:00:00,2014-01-12,1448
C5617,F,IN,59,50s,M,N,2014,Y,2015,2014-12-22 00:00:00,1,9.813967526803436,10.0,1.0,2015-12-22 00:00:00,2014-02-06,684
C5618,F,MI,25,20s,S,N,2014,N,.,2015-11-21 00:00:00,1,25.65334526458399,26.0,4.0,2016-11-21 00:00:00,2014-04-18,948
C5619,F,GA,28,20s,M,Y,2014,N,.,2014-12-19 00:00:00,1,37.29779527643119,37.0,4.0,2015-12-19 00:00:00,2014-12-19,365
C5620,M,NC,54,50s,M,N,2014,N,.,2015-12-23 00:00:00,1,35.83415601271679,36.0,4.0,2016-12-23 00:00:00,2014-03-17,1012
C5621,F,TX,64,60s+,S,N,2014,N,.,2018-12-02 00:00:00,1,43.072626986370786,44.0,4.0,2018-12-31 00:00:00,2014-02-02,1793
C5622,F,LA,33,30s,M,Y,2014,N,.,2017-12-30 00:00:00,1,36.07218949209999,37.0,4.0,2018-12-30 00:00:00,2014-02-02,1792
C5623,M,NV,80,60s+,M,N,2014,N,.,2018-12-28 00:00:00,1,37.376504737219996,39.0,4.0,2018-12-31 00:00:00,2015-05-01,1340
C5624,F,VA,27,20s,M,Y,2014,N,.,2014-12-22 00:00:00,1,33.896965689008034,34.0,4.0,2015-12-22 00:00:00,2014-03-25,637
C5625,F,NC,58,50s,M,N,2014,N,.,2015-12-19 00:00:00,1,33.26381709348025,34.0,4.0,2016-12-19 00:00:00,2014-02-06,1047
