customer_id,gender,state,age,age_group,married,kids_under12,register_year,drop_flag,drop_year,last_down_date,down_flag,customer_sales
C5742,F,NY,74,60s+,M,N,2014,N,.,12-29-2017,1,44.127281805910386
C5743,M,NC,46,40s,M,Y,2014,N,.,12-31-2014,1,44.107301660511425
C5744,F,NC,27,20s,S,N,2014,N,.,12-26-2014,1,28.163847813141196
C5745,F,NC,32,30s,M,Y,2014,N,.,12-19-2014,1,29.284588512689183
C5746,F,FL,19,10s,M,N,2014,N,.,12-30-2017,1,21.296571389701192
C5747,M,GA,67,60s+,M,N,2014,Y,2015,11-28-2014,1,6.079821254547038
C5748,M,TN,28,20s,M,N,2014,N,.,12-27-2017,1,23.61548758995879
C5749,F,NC,61,60s+,S,N,2014,N,.,12-26-2017,1,46.08603649199238
C5750,F,SC,69,60s+,M,N,2014,N,.,12-25-2018,1,39.2677888144
C5751,M,SC,67,60s+,M,N,2014,N,.,12-27-2018,1,39.11479673816863
C5752,M,NC,25,20s,M,N,2014,N,.,12-26-2017,1,32.03072713797623
C5753,F,VA,66,60s+,M,N,2014,N,.,12-26-2015,1,38.182474792130385
C5754,M,FL,32,30s,S,N,2014,N,.,12-18-2014,1,22.395640410889985
C5755,F,LA,29,20s,S,N,2014,Y,2015,05-26-2014,1,1.8933699408623992
C5756,M,ME,72,60s+,M,N,2014,N,.,11-27-2014,1,33.08352431074719
C5757,F,AR,64,60s+,M,N,2014,N,.,12-30-2016,1,38.54413106836363
C5758,F,AL,27,20s,S,N,2014,N,.,12-23-2017,1,24.43728621692919
C5759,M,NC,86,60s+,S,N,2014,N,.,12-20-2014,1,34.88409431100039
C5760,M,NC,78,60s+,M,N,2014,N,.,12-26-2015,1,38.46154228262544
C5761,F,LA,26,20s,S,N,2014,N,.,12-25-2015,1,26.458825151431192
C5762,M,NC,27,20s,S,N,2014,Y,2015,09-12-2014,1,1.0518721893679996
C5763,M,CA,39,30s,M,N,2014,N,.,12-16-2018,1,39.716921427866716
C5764,F,NV,35,30s,M,N,2014,N,.,12-26-2017,1,44.87902508
C5765,M,MI,73,60s+,S,N,2014,N,.,12-28-2014,1,34.010900873203994
C5766,F,TN,34,30s,M,Y,2014,N,.,12-24-2015,1,31.63783738074079
C5767,M,MS,47,40s,M,Y,2014,Y,2015,11-07-2014,1,13.769006958827115
C5768,F,NC,48,40s,M,Y,2014,N,.,12-25-2016,1,42.181763588613975
C5769,M,PA,62,60s+,S,N,2014,N,.,12-28-2016,1,38.07402125002278
C5770,M,GA,78,60s+,S,N,2014,N,.,12-31-2016,1,38.22803685659783
C5771,M,FL,62,60s+,M,N,2014,N,.,12-10-2016,1,40.67145905877966
C5772,F,VT,39,30s,M,Y,2014,N,.,12-17-2016,1,40.219656042582386
C5773,M,LA,35,30s,M,N,2014,N,.,12-22-2014,1,40.32592526971886
C5774,M,NC,41,40s,M,N,2014,N,.,12-04-2014,1,37.770631403012715
C5775,F,WI,62,60s+,S,N,2014,N,.,12-13-2016,1,36.62451260574879
C5776,M,NY,31,30s,S,N,2014,N,.,12-30-2017,1,23.87436347365599
C5777,F,VA,48,40s,S,N,2014,Y,2015,11-20-2014,1,5.890484260460798
C5778,F,NY,23,20s,M,Y,2014,N,.,12-28-2016,1,31.30585602523402
C5779,M,LA,19,10s,S,N,2014,N,.,12-31-2014,1,31.334219976386784
C5780,M,CA,49,40s,M,N,2014,N,.,12-31-2016,1,41.73831217896558
C5781,F,TX,45,40s,M,Y,2014,N,.,12-12-2014,1,42.865126849807076
C5782,M,NV,28,20s,M,Y,2014,N,.,12-26-2018,1,31.481237763672784
C5783,M,MI,49,40s,M,Y,2014,N,.,12-25-2017,1,42.406783596037585
C5784,F,CA,49,40s,M,Y,2014,N,.,12-29-2016,1,41.607595194649186
C5785,M,NC,26,20s,S,N,2014,N,.,12-19-2014,1,23.41466428320959
C5786,M,SC,27,20s,M,Y,2014,N,.,12-31-2016,1,39.3061004837
C5787,M,CA,48,40s,S,N,2014,N,.,12-25-2016,1,36.276748997419425
C5788,F,AR,68,60s+,S,N,2014,Y,2015,11-05-2014,1,9.109213159926878
C5789,M,SC,36,30s,S,N,2014,N,.,12-30-2016,1,38.81635819203743
C5790,F,CA,64,60s+,S,N,2014,N,.,12-26-2015,1,37.49416432868962
C5791,M,OH,59,50s,M,N,2014,N,.,12-27-2015,1,28.826668219311994
C5792,M,IL,46,40s,M,Y,2014,N,.,12-24-2015,1,37.19065900409959
C5793,M,WI,35,30s,M,N,2014,N,.,12-21-2016,1,36.048319613190785
C5794,M,TX,43,40s,M,N,2014,N,.,12-09-2015,1,32.534892563418786
C5795,F,IA,75,60s+,M,N,2014,N,.,12-04-2015,1,38.05335412656158
C5796,M,CA,55,50s,M,N,2014,Y,2015,12-14-2014,1,8.940913609627996
C5797,F,TX,27,20s,S,Y,2014,N,.,12-19-2018,1,25.344935386461994
C5798,F,CA,63,60s+,M,N,2014,N,.,12-31-2016,1,37.07391326994703
C5799,F,NC,67,60s+,S,N,2014,N,.,12-25-2016,1,48.20592835123078
C5800,M,NV,84,60s+,M,N,2014,Y,2015,10-30-2014,1,1.8933699408623992
C5801,M,TX,34,30s,S,N,2014,N,.,12-29-2017,1,29.250700595907475
C5802,M,IA,62,60s+,S,N,2014,N,.,12-30-2016,1,32.54418457191383
C5803,F,WV,61,60s+,S,N,2014,N,.,12-29-2014,1,43.545736477705184
C5804,F,SC,21,20s,M,N,2014,N,.,10-28-2015,1,35.71110850339999
C5805,M,NC,60,60s+,M,N,2014,N,.,12-22-2018,1,40.74565653068262
C5806,F,NV,41,40s,M,Y,2014,N,.,12-27-2018,1,33.14724936759999
C5807,F,TX,64,60s+,S,N,2014,N,.,12-19-2014,1,44.00706666521558
C5808,F,WI,52,50s,M,N,2014,N,.,11-27-2018,1,39.40272672378962
C5809,F,SC,31,30s,M,Y,2014,N,.,12-30-2016,1,35.41031355889999
C5810,M,CA,29,20s,M,N,2014,N,.,12-29-2016,1,25.382233828895586
C5811,M,TN,73,60s+,M,N,2014,N,.,12-24-2018,1,38.09931104882523
C5812,M,CA,27,20s,S,N,2014,Y,2015,09-15-2014,1,2.398268591759039
C5813,F,NY,31,30s,S,N,2014,N,.,11-29-2016,1,30.131755713931184
C5814,M,IN,31,30s,M,Y,2014,N,.,12-24-2015,1,31.616057424418425
C5815,F,AL,48,40s,M,N,2014,N,.,12-22-2018,1,41.75983287196662
C5816,M,SC,20,20s,M,Y,2014,N,.,12-20-2018,1,40.809645736099995
C5817,F,CA,40,40s,M,N,2014,N,.,12-26-2014,1,37.065053878136226
C5818,F,NV,25,20s,S,Y,2014,Y,2015,.,0,.
C5819,F,NC,58,50s,M,N,2014,N,.,12-19-2015,1,49.1814965554408
C5820,F,NC,32,30s,M,Y,2014,N,.,12-21-2016,1,28.748636850132385
C5821,M,IL,21,20s,M,Y,2014,N,.,12-02-2016,1,31.73732979177199
C5822,M,SC,67,60s+,S,N,2014,N,.,12-02-2018,1,38.49623759183119
C5823,M,NC,23,20s,M,Y,2014,N,.,12-31-2016,1,27.481027362867984
C5824,F,NV,19,10s,M,Y,2014,N,.,12-18-2016,1,37.29547260236801
C5825,F,NV,58,50s,S,N,2014,Y,2015,09-10-2014,1,0.9466849704311996
C5826,M,CA,78,60s+,S,N,2014,N,.,12-30-2017,1,37.201012716355585
C5827,F,VA,81,60s+,S,N,2014,N,.,12-29-2017,1,41.878555271823984
C5828,M,PA,31,30s,S,N,2014,N,.,12-27-2018,1,18.889253091067992
C5829,M,MD,48,40s,M,Y,2014,N,.,12-24-2014,1,39.268180543492385
C5830,M,WV,32,30s,M,Y,2014,N,.,12-09-2016,1,31.243625811639987
C5831,M,NC,48,40s,M,Y,2014,Y,2015,11-29-2014,1,9.635149254610877
C5832,M,KY,23,20s,M,Y,2014,N,.,12-30-2016,1,23.853193699771985
C5833,M,CA,24,20s,S,N,2014,N,.,12-30-2014,1,24.660108075375195
C5834,F,NC,29,20s,M,Y,2014,N,.,12-26-2018,1,29.264304964131185
C5835,M,NC,39,30s,M,Y,2014,N,.,12-20-2017,1,44.155842535626626
C5836,F,GA,64,60s+,M,N,2014,N,.,12-19-2017,1,35.93765688118279
C5837,F,MD,53,50s,M,N,2014,N,.,12-19-2014,1,35.119736036863635
C5838,M,NC,44,40s,M,Y,2014,N,.,12-29-2016,1,49.35784701452879
C5839,M,FL,33,30s,S,N,2014,N,.,12-30-2015,1,26.393827654544786
C5840,F,FL,29,20s,M,N,2014,N,.,12-28-2017,1,31.231040745036868
C5841,F,CA,53,50s,S,N,2014,N,.,12-28-2015,1,39.15373382036159
C5842,M,AL,53,50s,M,Y,2014,N,.,12-31-2014,1,40.077339012492615
C5843,F,FL,64,60s+,M,N,2014,Y,2015,11-30-2014,1,8.919876165840636
C5844,M,TX,23,20s,S,N,2014,N,.,12-24-2016,1,32.94097899125879
C5845,F,VA,18,10s,M,Y,2014,N,.,12-22-2015,1,28.752030106462385
C5846,F,TN,24,20s,S,N,2014,N,.,12-10-2014,1,29.171191306509588
C5847,F,NY,28,20s,M,Y,2014,N,.,12-31-2016,1,25.75757854750599
C5848,F,SC,31,30s,S,N,2014,N,.,12-29-2017,1,36.78667974834999
C5849,M,CA,60,60s+,M,N,2014,N,.,12-27-2017,1,40.524131386739185
C5850,M,MD,66,60s+,S,N,2014,N,.,12-28-2015,1,38.24035156689127
C5851,M,GA,21,20s,S,N,2014,Y,2015,01-11-2014,1,1.0518721893679996
C5852,F,KY,40,40s,M,N,2014,N,.,12-31-2016,1,37.57152711479799
C5853,F,NC,51,50s,M,Y,2014,N,.,12-25-2016,1,46.19409535689237
C5854,M,NV,59,50s,M,N,2014,N,.,12-29-2018,1,37.50516443183118
C5855,M,NC,57,50s,M,N,2014,Y,2015,10-25-2014,1,3.7867398817247984
C5856,F,MD,47,40s,M,Y,2014,N,.,12-22-2017,1,37.010748451184824
C5857,F,GA,41,40s,S,N,2014,N,.,12-25-2018,1,34.76541969338639
C5858,M,WV,25,20s,M,Y,2014,N,.,12-26-2016,1,32.44724925209919
C5859,F,FL,51,50s,S,N,2014,N,.,12-26-2017,1,40.65712072417438
C5860,M,WV,44,40s,M,Y,2014,N,.,12-25-2014,1,40.69893552665598
C5861,F,NH,25,20s,S,Y,2014,N,.,12-27-2015,1,24.549708291481195
C5862,M,CA,47,40s,M,N,2014,N,.,12-13-2017,1,38.84493951117439
C5863,M,FL,82,60s+,S,N,2014,Y,2015,12-16-2014,1,8.152009467601998
C5864,M,IA,63,60s+,M,N,2014,N,.,12-10-2014,1,42.15512169736982
C5865,F,AR,52,50s,M,N,2014,N,.,12-25-2016,1,36.08094261059682
C5866,M,TX,61,60s+,M,N,2014,N,.,12-26-2017,1,39.483562538645835
C5867,M,NV,61,60s+,S,N,2014,N,.,12-09-2018,1,33.27571822484
C5868,M,MD,41,40s,M,N,2014,N,.,12-30-2015,1,36.54820550181022
C5869,M,WV,81,60s+,S,N,2014,N,.,12-21-2014,1,28.71002268267222
C5870,M,VT,41,40s,M,Y,2014,N,.,12-30-2017,1,38.85400097999159
C5871,M,TX,50,50s,M,N,2014,N,.,12-30-2016,1,31.725391201249185
C5872,M,OH,46,40s,M,N,2014,Y,2015,10-04-2014,1,7.941635029728397
C5873,F,PA,27,20s,S,N,2014,N,.,12-29-2014,1,31.42624883840398
C5874,M,VA,36,30s,M,N,2014,N,.,12-19-2017,1,32.290377328363995
C5875,F,SC,48,40s,M,N,2014,N,.,12-30-2016,1,42.76279321499998
C5876,M,SC,36,30s,S,N,2014,N,.,12-29-2017,1,30.247924819269997
C5877,F,TX,47,40s,M,Y,2014,N,.,12-22-2018,1,35.99956656847838
C5878,F,NV,70,60s+,S,N,2014,Y,2015,10-04-2014,1,1.8986293018092393
C5879,M,NC,57,50s,M,N,2014,N,.,12-12-2017,1,38.762382735426776
C5880,F,NC,25,20s,M,N,2014,N,.,12-04-2016,1,24.814829495290393
C5881,F,CA,38,30s,S,N,2014,N,.,12-17-2016,1,42.898739370621215
C5882,F,NV,53,50s,M,Y,2014,N,.,12-31-2017,1,35.0891720241992
C5883,M,NC,56,50s,S,N,2014,N,.,12-23-2016,1,34.98488589317239
C5884,F,TX,67,60s+,S,N,2014,N,.,12-20-2018,1,40.66048076900062
C5885,M,TN,41,40s,M,Y,2014,N,.,12-29-2018,1,43.74576399246603
C5886,M,FL,49,40s,M,Y,2014,Y,2015,10-08-2014,1,11.812524686602634
C5887,F,WV,37,30s,S,N,2014,N,.,12-25-2015,1,41.30413810353743
C5888,M,NC,74,60s+,M,N,2014,N,.,12-30-2016,1,40.700989930504264
C5889,M,GA,80,60s+,S,N,2014,N,.,12-28-2016,1,36.90337537935103
C5890,M,MA,33,30s,M,Y,2014,Y,2015,10-05-2014,1,5.2067673373715975
C5891,F,NY,44,40s,M,Y,2014,N,.,12-28-2016,1,41.66908522836198
C5892,M,GA,33,30s,M,Y,2014,N,.,12-17-2016,1,26.98811308668583
C5893,M,LA,37,30s,M,Y,2014,N,.,12-30-2016,1,38.14546108377359
C5894,F,KY,42,40s,S,N,2014,N,.,12-29-2017,1,38.28760464660303
C5895,M,NC,41,40s,M,N,2014,N,.,12-22-2017,1,36.60693582852703
C5896,F,TX,41,40s,S,N,2014,N,.,12-23-2017,1,42.81906235014279
C5897,M,VA,50,50s,M,Y,2014,N,.,12-21-2014,1,38.83982349062383
C5898,M,NC,20,20s,M,Y,2014,N,.,12-29-2014,1,27.169536506571188
C5899,M,CA,33,30s,M,N,2014,N,.,12-22-2015,1,29.822324921289187
C5900,M,IL,67,60s+,M,N,2014,N,.,12-22-2017,1,35.17781977380623
C5901,F,NC,46,40s,M,Y,2014,N,.,12-28-2015,1,35.99034366551063
C5902,F,VT,73,60s+,M,N,2014,Y,2015,12-16-2014,1,2.9452421302303984
C5903,M,NJ,27,20s,S,N,2014,N,.,12-07-2018,1,22.67393809714839
C5904,M,VA,54,50s,M,N,2014,N,.,12-11-2016,1,37.61499622694943
C5905,F,VA,46,40s,M,Y,2014,N,.,12-31-2017,1,41.088635135870824
C5906,F,DE,64,60s+,M,N,2014,N,.,12-29-2016,1,45.30608407700983
C5907,F,AR,18,10s,S,Y,2014,N,.,12-26-2014,1,32.382215573612385
C5908,M,TX,22,20s,M,Y,2014,N,.,12-17-2015,1,35.309819746167065
C5909,F,TN,49,40s,S,Y,2014,Y,2015,11-21-2014,1,4.786018461624398
C5910,F,TX,26,20s,M,Y,2014,N,.,12-05-2017,1,24.14929980426239
C5911,M,AL,73,60s+,M,N,2014,N,.,12-23-2018,1,38.71682603685383
C5912,F,NC,43,40s,S,N,2014,N,.,12-29-2017,1,37.197071684880385
C5913,M,CA,60,60s+,S,N,2014,N,.,12-25-2018,1,39.11897830761063
C5914,M,NC,70,60s+,S,N,2014,Y,2015,07-03-2014,1,5.7852970415239975
C5915,M,WV,43,40s,M,N,2014,N,.,12-22-2018,1,39.998733229291815
C5916,F,NY,41,40s,M,Y,2014,N,.,12-24-2016,1,43.90677910528118
C5917,M,NV,49,40s,M,Y,2014,N,.,12-31-2017,1,43.926102639299984
C5918,M,KY,44,40s,M,Y,2014,N,.,12-12-2015,1,42.814150808360374
C5919,M,TN,74,60s+,M,N,2014,N,.,12-29-2016,1,36.354132854369595
C5920,F,NC,60,60s+,S,N,2014,N,.,12-23-2018,1,42.11787066215599
C5921,M,NC,62,60s+,M,N,2014,N,.,12-23-2015,1,43.35066533053958
C5922,F,CT,23,20s,M,Y,2014,N,.,12-27-2014,1,26.464510934893593
C5923,F,CA,40,40s,M,Y,2014,N,.,12-12-2017,1,34.9138659530284
C5924,M,FL,18,10s,S,N,2014,Y,2015,12-28-2014,1,4.417863195345598
C5925,F,CA,51,50s,M,Y,2014,N,.,12-05-2016,1,38.319035483873584
C5926,M,NC,50,50s,M,Y,2014,N,.,12-23-2017,1,44.273320116413984
C5927,M,VA,40,40s,M,N,2014,N,.,12-25-2016,1,42.55668549624768
C5928,M,NV,54,50s,M,Y,2014,N,.,12-31-2016,1,44.64473089201798
C5929,F,NY,69,60s+,M,N,2014,N,.,12-18-2015,1,45.35349955339239
C5930,M,MS,71,60s+,M,N,2014,N,.,12-18-2018,1,48.25527290538782
C5931,F,MN,60,60s+,S,N,2014,N,.,12-27-2015,1,41.14084118070598
C5932,F,NY,72,60s+,S,N,2014,N,.,12-19-2014,1,37.351706188460376
C5933,M,PA,21,20s,S,N,2014,N,.,12-24-2015,1,26.923091992635985
C5934,F,MD,37,30s,M,Y,2014,N,.,12-23-2017,1,39.207093376724785
C5935,F,FL,26,20s,M,N,2014,Y,2015,.,0,.
C5936,M,NY,81,60s+,S,N,2014,N,.,11-26-2016,1,35.19591964640102
C5937,F,TX,46,40s,M,Y,2014,N,.,12-08-2015,1,30.337245758255992
C5938,M,IL,67,60s+,M,N,2014,N,.,12-25-2018,1,42.802401538205814
C5939,M,CA,60,60s+,M,N,2014,N,.,12-21-2018,1,44.778300178560784
C5940,F,TX,64,60s+,M,N,2014,N,.,12-27-2016,1,55.13291054307483
C5941,M,CA,53,50s,S,Y,2014,Y,2015,12-26-2014,1,9.245956544544718
C5942,M,GA,39,30s,M,Y,2014,N,.,12-25-2015,1,41.91306218821063
C5943,M,VA,28,20s,M,N,2014,N,.,11-21-2015,1,26.90972673225959
C5944,M,NC,54,50s,M,Y,2014,N,.,12-16-2015,1,39.49287076218318
C5945,F,NC,24,20s,M,Y,2014,N,.,11-28-2017,1,28.05998791216999
C5946,F,IL,78,60s+,S,N,2014,N,.,12-08-2015,1,35.12807912934318
C5947,F,SC,45,40s,M,Y,2014,N,.,12-08-2017,1,39.639024217831185
C5948,M,CA,88,60s+,S,N,2014,N,.,12-10-2017,1,35.089998690063986
C5949,M,OH,24,20s,M,N,2014,N,.,12-25-2014,1,24.43128764417559
C5950,M,DC,33,30s,M,Y,2014,Y,2015,10-24-2014,1,6.500570130294238
C5951,F,CA,66,60s+,M,N,2014,N,.,12-16-2017,1,38.46924827370903
C5952,M,IN,54,50s,M,Y,2014,Y,2015,12-22-2014,1,4.186451313684639
C5953,F,MD,73,60s+,S,N,2014,N,.,12-20-2017,1,41.043073809601815
C5954,M,MD,23,20s,M,Y,2014,N,.,12-17-2015,1,28.35638593266759
C5955,M,TX,41,40s,S,N,2014,N,.,12-21-2016,1,37.71512687447543
C5956,M,SC,19,10s,M,Y,2014,N,.,11-24-2018,1,36.145542601451204
C5957,F,CT,59,50s,M,N,2014,N,.,12-31-2015,1,41.152998790578216
C5958,M,NY,69,60s+,S,N,2014,N,.,12-28-2016,1,37.506654346327586
C5959,F,LA,81,60s+,S,N,2014,N,.,12-30-2014,1,40.148031279408464
C5960,F,CT,55,50s,M,N,2014,N,.,12-31-2016,1,44.13552177780041
C5961,M,CA,45,40s,M,N,2014,N,.,12-28-2014,1,38.52341444791838
C5962,F,GA,26,20s,M,Y,2014,Y,2015,08-07-2014,1,2.314118816609599
C5963,M,GA,60,60s+,S,N,2014,N,.,12-30-2014,1,38.290042687995985
C5964,F,CA,30,30s,S,N,2014,N,.,12-30-2017,1,23.688847374212386
C5965,F,CA,59,50s,M,N,2014,N,.,12-25-2017,1,43.20508777457598
C5966,F,IN,35,30s,M,Y,2014,N,.,12-27-2017,1,45.13444338404958
C5967,M,NY,34,30s,M,Y,2014,N,.,12-22-2017,1,28.53862418204079
C5968,M,TX,72,60s+,M,N,2014,N,.,12-04-2017,1,38.52246616055839
C5969,F,FL,73,60s+,S,N,2014,N,.,12-27-2014,1,45.45366566333238
C5970,M,NC,31,30s,S,Y,2014,N,.,12-19-2016,1,35.56444519367639
C5971,F,TN,55,50s,M,N,2014,N,.,12-31-2015,1,42.50949007151718
C5972,F,CA,41,40s,M,Y,2014,N,.,12-13-2015,1,43.49245327195279
C5973,M,TX,30,30s,M,Y,2014,N,.,11-10-2017,1,31.46849277195799
C5974,M,NY,82,60s+,S,N,2014,Y,2015,08-28-2014,1,6.921319006041437
C5975,M,MN,74,60s+,S,N,2014,Y,2015,11-04-2014,1,7.836447810791597
C5976,M,CA,24,20s,S,N,2014,N,.,12-15-2016,1,26.72895566346719
C5977,M,CA,23,20s,M,Y,2014,N,.,12-25-2018,1,33.409144074986386
C5978,F,TX,29,20s,M,N,2014,N,.,12-05-2014,1,30.090684846487186
C5979,F,SC,29,20s,M,Y,2014,N,.,12-14-2018,1,34.161905115150006
C5980,F,NC,39,30s,M,Y,2014,N,.,12-22-2016,1,44.30968183324242
C5981,F,CA,28,20s,S,N,2014,N,.,12-10-2015,1,27.260000070412396
C5982,M,NC,19,10s,S,N,2014,N,.,12-29-2016,1,31.718804016639425
C5983,F,OH,30,30s,M,Y,2014,N,.,12-27-2018,1,32.37376063782622
C5984,F,NV,29,20s,M,Y,2014,N,.,12-11-2018,1,29.833863568699986
C5985,F,TX,60,60s+,S,N,2014,N,.,12-25-2017,1,38.60182989514998
C5986,F,TX,30,30s,M,N,2014,N,.,12-19-2017,1,22.89268521383559
C5987,F,TX,72,60s+,S,N,2014,Y,2015,12-22-2014,1,5.7852970415239975
C5988,F,LA,49,40s,M,Y,2014,N,.,12-25-2014,1,42.717867392962376
C5989,F,CA,51,50s,M,N,2014,N,.,12-19-2015,1,42.874300307712026
C5990,M,CA,27,20s,M,Y,2014,Y,2015,11-13-2014,1,6.206045917271197
C5991,F,NH,23,20s,M,Y,2014,N,.,12-24-2015,1,29.69356220929238
C5992,F,SC,39,30s,M,N,2014,N,.,12-28-2015,1,43.67255393712999
C5993,M,SC,48,40s,M,N,2014,N,.,12-25-2017,1,39.50884972856999
C5994,F,CA,41,40s,M,Y,2014,N,.,12-29-2014,1,33.33058594948519
C5995,M,NY,90,60s+,S,N,2014,N,.,12-06-2018,1,37.52407134676159
C5996,M,NC,56,50s,M,N,2014,N,.,12-21-2014,1,39.74579149736743
C5997,M,AL,52,50s,S,N,2014,N,.,12-27-2016,1,37.09091059663158
C5998,M,CA,29,20s,S,N,2014,N,.,12-23-2014,1,31.336873930645588
C5999,F,WV,60,60s+,M,N,2014,N,.,12-06-2016,1,32.9625038676812
C6000,F,CA,34,30s,S,Y,2014,N,.,12-03-2015,1,29.275648541243577
C6001,F,WI,60,60s+,M,N,2015,N,.,12-19-2015,1,39.487292553899984
C6002,M,SC,46,40s,M,Y,2015,N,.,12-31-2017,1,49.39810615361999
C6003,M,AL,63,60s+,M,N,2015,N,.,12-15-2017,1,28.88248951099999
C6004,F,CA,86,60s+,S,N,2015,N,.,12-21-2017,1,32.36067670874998
C6005,M,VA,32,30s,M,Y,2015,N,.,12-25-2016,1,21.646424049399993
C6006,F,MA,55,50s,S,N,2015,Y,2016,.,0,.
C6007,M,CA,26,20s,M,Y,2015,N,.,12-24-2016,1,26.96490902286999
C6008,M,TX,49,40s,M,Y,2015,N,.,12-13-2018,1,35.85865940036
C6009,M,MS,45,40s,M,N,2015,N,.,12-20-2015,1,26.566749208049984
C6010,F,TX,23,20s,M,Y,2015,N,.,12-15-2017,1,26.276131092899995
C6011,M,TX,72,60s+,M,N,2014,N,.,12-31-2014,1,29.86712881104958
C6012,M,NC,33,30s,M,Y,2015,N,.,12-30-2017,1,32.23963826585
C6013,F,TN,47,40s,M,Y,2015,N,.,12-28-2015,1,23.253024731979988
C6014,F,TN,77,60s+,S,N,2015,N,.,12-17-2016,1,34.438838818069996
C6015,M,PA,50,50s,M,Y,2015,Y,2016,.,0,.
C6016,M,TX,26,20s,M,Y,2015,N,.,12-18-2015,1,27.21293767756999
C6017,F,CA,81,60s+,M,N,2015,N,.,12-26-2015,1,37.31379053352998
C6018,F,TN,39,30s,M,Y,2015,Y,2016,.,0,.
C6019,M,AL,82,60s+,S,N,2015,Y,2016,.,0,.
C6020,F,IL,35,30s,S,N,2015,N,.,12-22-2018,1,34.388934205819986
C6021,M,NC,36,30s,S,N,2015,N,.,12-12-2018,1,23.37463123929999
C6022,F,IA,71,60s+,S,N,2015,N,.,12-04-2015,1,31.16270982091998
C6023,M,FL,58,50s,S,N,2015,N,.,12-19-2017,1,37.574273216819996
C6024,M,TX,20,20s,S,N,2015,N,.,12-20-2015,1,23.294707314919986
C6025,M,PA,18,10s,S,N,2015,N,.,12-31-2017,1,18.492408382749996
C6026,M,NY,72,60s+,S,N,2015,N,.,11-23-2015,1,23.57661466204999
C6027,M,IN,53,50s,M,Y,2015,N,.,12-31-2016,1,26.406428734349994
C6028,M,CA,64,60s+,M,N,2015,N,.,12-19-2015,1,30.66749502975
C6029,F,CA,42,40s,S,Y,2015,Y,2016,.,0,.
C6030,F,TX,23,20s,M,Y,2015,N,.,12-27-2017,1,23.600671723599994
C6031,M,CA,47,40s,M,Y,2015,Y,2016,.,0,.
C6032,F,CA,67,60s+,S,N,2015,N,.,11-27-2018,1,30.903762858749985
C6033,M,CA,67,60s+,M,N,2015,N,.,12-26-2016,1,33.865779043229985
C6034,F,VA,71,60s+,S,N,2015,N,.,12-30-2016,1,34.46397325759999
C6035,M,MS,42,40s,M,N,2015,N,.,12-21-2016,1,34.35050765322999
C6036,M,CA,32,30s,S,N,2015,N,.,12-22-2018,1,27.299358774499993
C6037,M,CA,58,50s,M,N,2015,Y,2016,.,0,.
C6038,M,TN,37,30s,S,N,2015,N,.,12-31-2017,1,32.9569820092
C6039,F,TN,30,30s,M,Y,2015,N,.,11-25-2018,1,22.761210122949993
C6040,M,NC,18,10s,S,N,2015,N,.,12-29-2016,1,23.997379230399993
C6041,M,OH,43,40s,M,Y,2015,N,.,12-11-2015,1,37.76788146601999
C6042,M,SC,56,50s,M,N,2015,N,.,11-20-2018,1,37.26143989579999
C6043,M,GA,44,40s,S,N,2015,N,.,12-18-2015,1,23.577201500699996
C6044,F,IL,32,30s,M,Y,2015,N,.,12-08-2015,1,29.108548703999997
C6045,M,TX,29,20s,M,Y,2015,N,.,12-08-2017,1,26.384375966469985
C6046,M,CA,62,60s+,S,N,2015,Y,2016,.,0,.
C6047,F,NY,22,20s,M,Y,2015,N,.,12-30-2015,1,31.925026881749986
C6048,M,NC,22,20s,M,Y,2015,Y,2016,.,0,.
C6049,F,NC,58,50s,M,N,2015,N,.,12-31-2015,1,39.71412652784998
C6050,F,FL,59,50s,M,N,2015,Y,2016,.,0,.
C6051,M,MD,30,30s,M,Y,2015,N,.,12-29-2018,1,34.26486170606998
C6052,M,VA,44,40s,S,N,2015,N,.,12-18-2015,1,28.366500256399995
C6053,F,NC,25,20s,S,N,2015,N,.,12-31-2016,1,27.26667662681999
C6054,M,NC,45,40s,M,Y,2015,N,.,12-24-2016,1,31.509728636499993
C6055,M,AL,67,60s+,M,N,2015,N,.,12-01-2017,1,31.457637540209994
C6056,F,NV,59,50s,M,N,2015,N,.,12-29-2018,1,45.365674186
C6057,M,NC,66,60s+,S,N,2015,N,.,12-18-2015,1,34.21599570546999
C6058,F,CA,68,60s+,M,N,2015,Y,2016,.,0,.
C6059,M,TN,38,30s,M,Y,2015,N,.,12-15-2015,1,33.85854547717999
C6060,F,NV,59,50s,M,N,2015,N,.,12-26-2015,1,41.16201568739999
C6061,F,WV,62,60s+,M,N,2015,N,.,12-29-2017,1,42.78512878679998
C6062,M,IL,65,60s+,S,N,2015,Y,2016,.,0,.
C6063,M,MD,40,40s,M,N,2015,N,.,12-29-2015,1,25.464044618479992
C6064,F,MI,61,60s+,M,N,2015,N,.,12-28-2017,1,23.159272737099997
C6065,M,TN,22,20s,M,N,2015,N,.,12-09-2018,1,22.81341199294999
C6066,F,GA,43,40s,M,Y,2015,N,.,11-10-2018,1,29.691565372549988
C6067,M,CA,52,50s,M,Y,2015,Y,2016,.,0,.
C6068,F,TX,57,50s,M,N,2015,N,.,12-30-2017,1,40.958395457869976
C6069,F,NV,54,50s,M,Y,2015,N,.,12-27-2018,1,35.588116296299994
