customer_id,gender,state,age,age_group,married,kids_under12,register_year,drop_flag,drop_year,last_down_date,down_flag
C5400,F,SC,28,20s,M,N,2014,N,.,12-23-2017,1
C5401,F,NY,59,50s,M,N,2014,N,.,12-05-2015,1
C5402,F,CA,47,40s,S,N,2014,N,.,12-23-2015,1
C5403,M,LA,18,10s,S,N,2014,N,.,12-22-2018,1
C5404,M,CT,33,30s,S,N,2014,N,.,12-06-2015,1
C5405,F,TX,28,20s,M,Y,2014,Y,2015,09-05-2014,1
C5406,M,CA,26,20s,S,Y,2014,N,.,12-19-2015,1
C5407,F,NC,48,40s,M,Y,2014,N,.,12-14-2017,1
C5408,M,NV,26,20s,S,N,2014,N,.,12-23-2017,1
C5409,M,AL,74,60s+,M,N,2014,N,.,12-16-2016,1
C5410,M,VA,20,20s,M,Y,2014,N,.,11-25-2018,1
C5411,M,NY,26,20s,S,N,2014,N,.,12-10-2018,1
C5412,F,AL,43,40s,S,N,2014,N,.,11-27-2015,1
C5413,M,NY,73,60s+,S,N,2014,N,.,12-25-2015,1
C5414,F,WV,50,50s,M,Y,2014,N,.,12-05-2017,1
C5415,M,FL,73,60s+,S,N,2014,N,.,12-31-2017,1
C5416,F,CA,67,60s+,S,N,2014,N,.,12-30-2017,1
C5417,F,NC,21,20s,S,N,2014,Y,2015,11-27-2014,1
C5418,F,MD,26,20s,S,N,2014,N,.,12-01-2015,1
C5419,M,NY,20,20s,S,N,2014,N,.,12-30-2017,1
C5420,F,FL,63,60s+,S,N,2014,N,.,12-29-2014,1
C5421,F,NC,45,40s,M,Y,2014,N,.,12-30-2016,1
C5422,M,TN,41,40s,M,Y,2014,Y,2015,12-26-2014,1
C5423,M,TN,32,30s,M,Y,2014,N,.,12-20-2018,1
C5424,M,OH,26,20s,S,N,2014,N,.,12-29-2015,1
C5425,F,LA,18,10s,S,Y,2014,N,.,12-16-2017,1
C5426,F,CA,78,60s+,M,N,2014,N,.,12-31-2016,1
C5427,F,NC,32,30s,S,N,2014,N,.,12-23-2018,1
C5428,M,NV,37,30s,M,Y,2014,N,.,12-25-2015,1
C5429,M,CA,66,60s+,S,N,2014,N,.,12-13-2014,1
C5430,F,IL,36,30s,S,N,2014,N,.,12-27-2016,1
C5431,M,NH,42,40s,M,N,2014,N,.,12-31-2014,1
C5432,F,TN,33,30s,M,Y,2014,Y,2015,11-28-2014,1
C5433,M,CA,31,30s,S,N,2014,N,.,11-30-2014,1
C5434,F,NH,37,30s,M,Y,2014,N,.,12-21-2018,1
C5435,F,TX,32,30s,M,Y,2014,N,.,12-30-2014,1
C5436,F,SC,40,40s,M,Y,2014,N,.,12-25-2017,1
C5437,M,NV,30,30s,S,N,2014,Y,2015,.,0
C5438,M,CA,21,20s,M,Y,2014,N,.,11-25-2018,1
C5439,M,NC,30,30s,S,N,2014,N,.,11-22-2014,1
C5440,F,CA,59,50s,M,N,2014,N,.,12-20-2017,1
C5441,M,OH,66,60s+,S,N,2014,N,.,12-24-2015,1
C5442,M,NY,58,50s,M,N,2014,N,.,12-02-2015,1
C5443,F,TN,49,40s,M,N,2014,N,.,12-24-2017,1
C5444,M,CA,21,20s,S,N,2014,N,.,11-26-2016,1
C5445,F,GA,38,30s,M,Y,2014,N,.,12-04-2015,1
C5446,F,IL,21,20s,M,Y,2014,N,.,12-25-2015,1
C5447,M,OH,58,50s,M,N,2014,N,.,12-20-2016,1
C5448,F,NC,32,30s,M,Y,2014,Y,2015,06-30-2014,1
C5449,F,NC,36,30s,M,Y,2014,N,.,12-22-2018,1
C5450,M,TX,76,60s+,M,N,2014,N,.,12-30-2016,1
C5451,M,MD,23,20s,S,N,2014,N,.,12-23-2015,1
C5452,M,NY,19,10s,S,N,2014,N,.,12-20-2015,1
C5453,F,MS,31,30s,M,Y,2014,N,.,12-16-2015,1
C5454,F,NC,64,60s+,M,N,2014,Y,2015,10-26-2014,1
C5455,M,TN,63,60s+,M,N,2014,N,.,12-23-2018,1
C5456,M,VA,32,30s,M,Y,2014,N,.,12-28-2017,1
C5457,F,CA,51,50s,M,N,2014,N,.,12-12-2018,1
C5458,F,NV,72,60s+,S,N,2014,N,.,12-23-2017,1
C5459,F,SC,53,50s,M,N,2014,N,.,12-15-2018,1
C5460,M,GA,59,50s,M,N,2014,N,.,12-26-2015,1
C5461,F,GA,37,30s,M,Y,2014,N,.,12-20-2018,1
C5462,M,CA,44,40s,M,N,2014,N,.,12-28-2014,1
C5463,M,FL,27,20s,S,N,2014,N,.,11-23-2017,1
C5464,F,CA,48,40s,M,Y,2014,N,.,12-29-2017,1
C5465,F,AL,59,50s,M,N,2014,Y,2015,11-17-2014,1
C5466,M,FL,50,50s,S,N,2014,N,.,12-23-2017,1
C5467,M,VA,55,50s,M,N,2014,N,.,12-13-2015,1
C5468,M,NV,42,40s,M,Y,2014,N,.,12-25-2018,1
C5469,F,CA,25,20s,S,N,2014,N,.,12-27-2014,1
C5470,F,TX,35,30s,M,Y,2014,N,.,12-12-2014,1
C5471,F,CA,55,50s,S,N,2014,Y,2015,12-09-2014,1
C5472,F,TX,43,40s,M,Y,2014,N,.,12-30-2016,1
C5473,M,CA,21,20s,S,N,2014,N,.,11-26-2015,1
C5474,F,FL,67,60s+,S,N,2014,N,.,12-21-2015,1
C5475,F,TN,67,60s+,M,N,2014,N,.,12-15-2018,1
C5476,M,CA,23,20s,S,N,2014,Y,2015,11-01-2014,1
C5477,F,FL,27,20s,M,Y,2014,N,.,12-28-2018,1
C5478,M,NC,28,20s,S,N,2014,N,.,10-25-2015,1
C5479,M,GA,26,20s,M,N,2014,N,.,12-25-2014,1
C5480,M,CA,37,30s,M,N,2014,N,.,12-25-2017,1
C5481,F,NC,19,10s,S,N,2014,N,.,12-14-2018,1
C5482,M,SC,62,60s+,S,N,2014,N,.,12-30-2014,1
C5483,M,GA,45,40s,M,Y,2014,N,.,12-30-2016,1
C5484,M,NC,46,40s,M,Y,2014,N,.,12-18-2016,1
C5485,F,CA,27,20s,S,Y,2014,N,.,12-21-2018,1
C5486,F,VA,23,20s,M,Y,2014,N,.,12-30-2016,1
C5487,M,SC,28,20s,S,N,2014,N,.,12-30-2017,1
C5488,F,CA,56,50s,M,N,2014,N,.,11-13-2016,1
C5489,F,MD,30,30s,M,N,2014,N,.,12-31-2015,1
C5490,F,PA,31,30s,M,Y,2014,Y,2015,10-06-2014,1
C5491,M,FL,58,50s,M,N,2014,N,.,12-12-2014,1
C5492,F,ME,23,20s,S,N,2014,N,.,12-31-2017,1
C5493,M,GA,31,30s,M,N,2014,N,.,12-18-2015,1
C5494,M,ME,23,20s,S,N,2014,Y,2015,06-25-2014,1
C5495,M,SC,23,20s,M,Y,2014,N,.,12-25-2018,1
C5496,F,PA,70,60s+,M,N,2014,N,.,12-14-2016,1
C5497,M,NC,47,40s,M,Y,2014,N,.,12-19-2015,1
C5498,F,KY,24,20s,M,N,2014,N,.,12-27-2015,1
C5499,M,NY,51,50s,S,N,2014,Y,2015,10-19-2014,1
C5500,M,SC,44,40s,M,Y,2014,N,.,12-28-2018,1
C5501,M,MD,31,30s,S,N,2014,N,.,12-11-2018,1
C5502,M,CA,46,40s,S,N,2014,N,.,12-28-2015,1
C5503,F,TN,43,40s,M,N,2014,N,.,12-21-2016,1
C5504,F,CA,60,60s+,S,N,2014,N,.,12-27-2018,1
C5505,F,CA,30,30s,M,Y,2014,N,.,12-20-2015,1
C5506,F,TN,38,30s,M,N,2014,N,.,12-29-2015,1
C5507,M,SC,23,20s,S,N,2014,N,.,12-29-2018,1
C5508,M,WV,41,40s,M,N,2014,N,.,12-25-2018,1
C5509,F,NV,33,30s,M,Y,2014,N,.,12-08-2018,1
C5510,M,FL,45,40s,M,N,2014,Y,2015,12-20-2014,1
C5511,M,FL,55,50s,M,N,2014,N,.,12-12-2015,1
C5512,F,KY,38,30s,M,Y,2014,N,.,11-19-2014,1
C5513,F,LA,36,30s,M,N,2014,Y,2015,12-20-2014,1
C5514,M,AL,34,30s,S,N,2014,N,.,12-22-2015,1
C5515,F,CA,22,20s,S,Y,2014,N,.,10-27-2014,1
C5516,M,TN,60,60s+,S,N,2014,N,.,12-17-2014,1
C5517,M,AL,34,30s,S,N,2014,N,.,12-31-2017,1
C5518,F,MD,47,40s,S,N,2014,N,.,12-29-2015,1
C5519,M,WV,64,60s+,M,N,2014,N,.,12-23-2015,1
C5520,F,NC,56,50s,M,N,2014,N,.,12-08-2018,1
C5521,M,MS,90,60s+,S,N,2014,N,.,12-23-2016,1
C5522,F,VA,39,30s,M,N,2014,Y,2015,11-29-2014,1
C5523,M,MD,63,60s+,S,N,2014,N,.,12-31-2016,1
C5524,M,MA,25,20s,S,N,2014,N,.,12-24-2015,1
C5525,M,VA,24,20s,S,N,2014,N,.,12-26-2016,1
C5526,M,VA,66,60s+,M,N,2014,N,.,12-19-2016,1
C5527,M,CA,35,30s,M,Y,2014,N,.,12-07-2017,1
C5528,F,FL,85,60s+,M,N,2014,N,.,12-19-2014,1
C5529,M,VA,38,30s,M,N,2014,Y,2015,11-29-2014,1
C5530,M,KY,46,40s,M,Y,2014,N,.,12-19-2015,1
C5531,F,NV,24,20s,M,Y,2014,N,.,11-15-2016,1
C5532,M,TX,36,30s,M,N,2014,N,.,12-19-2014,1
C5533,M,MD,48,40s,S,N,2014,N,.,12-19-2015,1
C5534,M,NY,27,20s,M,Y,2014,N,.,12-31-2015,1
C5535,M,NV,52,50s,M,Y,2014,N,.,12-23-2018,1
C5536,M,CA,64,60s+,M,N,2014,N,.,12-14-2014,1
C5537,M,NV,55,50s,S,N,2014,N,.,11-14-2017,1
C5538,F,TX,55,50s,M,N,2014,N,.,12-25-2016,1
C5539,F,NJ,35,30s,S,N,2014,N,.,12-29-2017,1
C5540,F,NC,52,50s,M,N,2014,Y,2015,06-26-2014,1
C5541,F,NJ,57,50s,M,N,2014,N,.,12-31-2016,1
C5542,F,AZ,59,50s,M,N,2014,N,.,12-18-2018,1
C5543,F,RI,23,20s,M,Y,2014,N,.,12-16-2016,1
C5544,M,NJ,37,30s,S,N,2014,N,.,11-19-2018,1
C5545,F,TX,19,10s,M,Y,2014,N,.,12-28-2017,1
C5546,F,CA,74,60s+,S,N,2014,N,.,12-26-2014,1
C5547,F,GA,44,40s,M,Y,2014,N,.,12-29-2015,1
C5548,M,CA,62,60s+,S,N,2014,N,.,12-02-2016,1
C5549,F,NJ,50,50s,M,Y,2014,N,.,12-26-2016,1
C5550,M,CA,80,60s+,S,N,2014,Y,2015,11-21-2014,1
C5551,M,IL,54,50s,M,Y,2014,N,.,12-12-2016,1
C5552,F,NJ,52,50s,M,Y,2014,N,.,12-29-2017,1
C5553,M,NC,30,30s,M,Y,2014,N,.,12-24-2015,1
C5554,M,NC,29,20s,M,Y,2014,N,.,12-25-2018,1
C5555,M,TX,56,50s,M,N,2014,N,.,12-28-2018,1
C5556,F,NJ,41,40s,M,Y,2014,N,.,11-25-2018,1
C5557,M,FL,49,40s,M,N,2014,N,.,12-17-2017,1
C5558,F,NC,32,30s,M,N,2014,Y,2015,.,0
C5559,F,TX,47,40s,M,Y,2014,N,.,12-24-2017,1
C5560,M,CA,69,60s+,S,N,2014,N,.,12-20-2014,1
C5561,M,TX,45,40s,M,Y,2014,N,.,12-11-2015,1
C5562,M,WV,65,60s+,M,N,2014,N,.,12-18-2015,1
C5563,F,IN,52,50s,S,N,2014,N,.,12-21-2015,1
C5564,M,NC,75,60s+,M,N,2014,N,.,12-31-2017,1
C5565,F,NC,51,50s,M,Y,2014,N,.,12-27-2014,1
C5566,M,CA,72,60s+,S,N,2014,Y,2015,10-03-2014,1
C5567,M,DC,29,20s,S,N,2014,N,.,12-31-2015,1
C5568,F,MD,56,50s,M,N,2014,Y,2015,11-02-2014,1
C5569,M,AL,42,40s,M,Y,2014,N,.,12-27-2017,1
C5570,M,PA,69,60s+,S,N,2014,N,.,12-25-2015,1
C5571,M,TX,59,50s,S,N,2014,N,.,12-14-2016,1
C5572,M,PA,47,40s,M,Y,2014,N,.,12-29-2015,1
C5573,M,CA,54,50s,M,Y,2014,N,.,12-04-2015,1
C5574,M,TX,59,50s,M,N,2014,N,.,12-28-2018,1
C5575,M,CA,53,50s,M,Y,2014,Y,2015,07-21-2014,1
C5576,F,IL,49,40s,M,N,2014,N,.,12-07-2014,1
C5577,F,MN,33,30s,M,N,2014,N,.,11-07-2014,1
C5578,F,VA,55,50s,M,N,2014,N,.,12-20-2014,1
C5579,F,FL,58,50s,S,N,2014,N,.,12-15-2018,1
C5580,F,NC,51,50s,M,Y,2014,N,.,12-23-2015,1
C5581,M,FL,35,30s,M,N,2014,N,.,12-21-2018,1
C5582,F,TX,30,30s,M,N,2014,N,.,11-21-2015,1
C5583,F,NC,59,50s,M,N,2014,N,.,12-31-2014,1
C5584,F,TX,29,20s,M,Y,2014,N,.,12-22-2018,1
C5585,F,SC,31,30s,S,N,2014,N,.,12-31-2017,1
C5586,M,NC,38,30s,M,Y,2014,Y,2015,11-18-2014,1
C5587,F,FL,30,30s,S,N,2014,N,.,12-30-2016,1
C5588,F,CA,25,20s,M,Y,2014,N,.,12-28-2016,1
C5589,M,FL,25,20s,S,N,2014,N,.,12-21-2015,1
C5590,M,CA,33,30s,S,N,2014,N,.,12-30-2014,1
C5591,F,VT,37,30s,S,N,2014,N,.,12-22-2015,1
C5592,M,CT,64,60s+,S,N,2014,N,.,12-28-2014,1
C5593,M,NC,39,30s,M,N,2014,Y,2015,12-10-2014,1
C5594,M,NV,43,40s,M,Y,2014,N,.,12-25-2016,1
C5595,M,CA,34,30s,S,N,2014,N,.,12-28-2018,1
C5596,F,SC,55,50s,S,N,2014,N,.,12-22-2018,1
C5597,F,PA,49,40s,S,N,2014,N,.,12-08-2017,1
C5598,M,LA,42,40s,M,Y,2014,N,.,12-12-2016,1
C5599,F,MI,61,60s+,M,N,2014,Y,2015,10-21-2014,1
C5600,F,NC,77,60s+,M,N,2014,N,.,12-30-2016,1
C5601,F,NY,36,30s,M,Y,2014,N,.,12-27-2017,1
C5602,M,CA,29,20s,M,Y,2014,N,.,11-06-2015,1
C5603,F,IA,19,10s,M,Y,2014,N,.,12-25-2014,1
C5604,M,SC,59,50s,S,N,2014,N,.,12-22-2016,1
C5605,F,VA,45,40s,M,N,2014,N,.,12-31-2017,1
C5606,M,TX,60,60s+,M,N,2014,N,.,12-25-2016,1
C5607,M,TX,33,30s,M,Y,2014,N,.,12-10-2017,1
C5608,F,TX,21,20s,S,Y,2014,N,.,12-07-2018,1
C5609,F,CA,22,20s,S,Y,2014,N,.,11-29-2015,1
C5610,F,IL,52,50s,M,Y,2014,N,.,12-23-2014,1
C5611,M,NY,20,20s,S,N,2014,N,.,12-15-2017,1
C5612,F,AR,54,50s,M,Y,2014,N,.,12-14-2014,1
C5613,F,MD,51,50s,M,Y,2014,Y,2015,11-14-2014,1
C5614,M,NC,33,30s,M,Y,2014,N,.,11-27-2015,1
C5615,M,TX,48,40s,M,N,2014,N,.,12-18-2015,1
C5616,M,MI,25,20s,M,Y,2014,N,.,12-30-2016,1
C5617,F,IN,59,50s,M,N,2014,Y,2015,12-22-2014,1
C5618,F,MI,25,20s,S,N,2014,N,.,11-21-2015,1
C5619,F,GA,28,20s,M,Y,2014,N,.,12-19-2014,1
C5620,M,NC,54,50s,M,N,2014,N,.,12-23-2015,1
C5621,F,TX,64,60s+,S,N,2014,N,.,12-02-2018,1
C5622,F,LA,33,30s,M,Y,2014,N,.,12-30-2017,1
C5623,M,NV,80,60s+,M,N,2014,N,.,12-28-2018,1
C5624,F,VA,27,20s,M,Y,2014,N,.,12-22-2014,1
C5625,F,NC,58,50s,M,N,2014,N,.,12-19-2015,1
C5626,M,TX,53,50s,S,N,2014,N,.,12-12-2016,1
C5627,F,NC,53,50s,M,Y,2014,Y,2015,11-28-2014,1
C5628,F,PA,24,20s,M,N,2014,N,.,12-19-2017,1
C5629,M,NC,50,50s,M,Y,2014,N,.,12-04-2015,1
C5630,M,CA,47,40s,M,Y,2014,N,.,12-16-2016,1
C5631,M,NC,72,60s+,S,N,2014,N,.,12-22-2015,1
C5632,F,CA,65,60s+,S,N,2014,N,.,12-30-2016,1
C5633,F,NC,46,40s,M,Y,2014,N,.,12-27-2015,1
C5634,M,FL,69,60s+,S,N,2014,N,.,12-31-2017,1
C5635,F,CA,32,30s,S,N,2014,N,.,12-18-2018,1
C5636,F,WV,52,50s,M,Y,2014,Y,2015,11-22-2014,1
C5637,F,NJ,18,10s,S,N,2014,Y,2015,12-21-2014,1
C5638,F,WV,62,60s+,M,N,2014,N,.,12-31-2015,1
C5639,M,TX,56,50s,M,N,2014,N,.,12-29-2017,1
C5640,M,DC,38,30s,M,Y,2014,N,.,12-20-2015,1
C5641,M,AL,45,40s,M,Y,2014,N,.,12-30-2016,1
C5642,F,MD,37,30s,M,N,2014,N,.,12-26-2017,1
C5643,M,TX,44,40s,S,N,2014,N,.,12-25-2015,1
C5644,F,TN,47,40s,M,N,2014,N,.,12-23-2018,1
C5645,M,NC,42,40s,M,N,2014,N,.,12-29-2017,1
C5646,F,OH,47,40s,M,Y,2014,Y,2015,12-14-2014,1
C5647,M,AZ,46,40s,S,N,2014,N,.,12-21-2018,1
C5648,M,VA,31,30s,M,N,2014,N,.,12-30-2015,1
C5649,F,SC,82,60s+,M,N,2014,N,.,12-17-2015,1
C5650,F,AL,52,50s,S,N,2014,N,.,12-28-2016,1
C5651,M,AZ,41,40s,M,Y,2014,N,.,12-26-2018,1
C5652,F,TN,39,30s,S,N,2014,N,.,12-03-2016,1
C5653,M,IL,24,20s,M,Y,2014,N,.,12-11-2015,1
C5654,M,TX,33,30s,M,N,2014,Y,2015,02-26-2014,1
C5655,M,CA,32,30s,M,Y,2014,N,.,12-28-2014,1
C5656,M,FL,70,60s+,M,N,2014,N,.,12-25-2016,1
C5657,F,SC,38,30s,M,Y,2014,N,.,12-25-2018,1
C5658,F,OH,59,50s,S,N,2014,N,.,12-30-2017,1
C5659,F,OH,65,60s+,M,N,2014,N,.,12-31-2017,1
C5660,M,TX,67,60s+,S,N,2014,N,.,12-25-2017,1
C5661,M,MS,44,40s,M,Y,2014,Y,2015,09-15-2014,1
C5662,M,TN,48,40s,M,N,2014,N,.,12-22-2016,1
C5663,F,IL,41,40s,M,Y,2014,N,.,12-15-2017,1
C5664,M,DC,82,60s+,S,N,2014,N,.,12-26-2016,1
C5665,M,NV,59,50s,M,N,2014,N,.,12-31-2016,1
C5666,M,CA,65,60s+,S,N,2014,N,.,12-23-2016,1
C5667,M,NY,64,60s+,S,N,2014,N,.,12-31-2014,1
C5668,M,NV,44,40s,S,N,2014,N,.,12-26-2018,1
C5669,M,NC,40,40s,M,Y,2014,N,.,12-12-2014,1
C5670,M,CA,43,40s,M,N,2014,N,.,12-25-2017,1
C5671,F,NV,62,60s+,M,N,2014,Y,2015,.,0
C5672,F,GA,38,30s,M,Y,2014,N,.,12-14-2017,1
C5673,M,SC,83,60s+,S,N,2014,N,.,12-20-2016,1
C5674,F,LA,25,20s,S,Y,2014,N,.,11-18-2018,1
C5675,M,KY,58,50s,M,N,2014,Y,2015,10-22-2014,1
C5676,M,TX,47,40s,M,Y,2014,N,.,12-23-2017,1
C5677,F,MI,64,60s+,S,N,2014,N,.,12-21-2014,1
C5678,F,TN,33,30s,M,Y,2014,N,.,12-31-2015,1
C5679,F,CT,31,30s,M,Y,2014,N,.,12-28-2018,1
C5680,M,NC,38,30s,M,N,2014,N,.,11-29-2016,1
C5681,F,NV,21,20s,M,Y,2014,N,.,12-31-2017,1
C5682,M,IL,80,60s+,S,N,2014,N,.,12-28-2014,1
C5683,M,NC,44,40s,M,Y,2014,N,.,12-26-2018,1
C5684,F,FL,53,50s,M,Y,2014,N,.,12-30-2017,1
C5685,F,SC,58,50s,M,N,2014,N,.,12-29-2015,1
C5686,F,NC,38,30s,M,Y,2014,N,.,12-19-2017,1
C5687,M,MD,33,30s,S,N,2014,Y,2015,09-07-2014,1
C5688,F,SC,58,50s,M,N,2014,N,.,11-15-2017,1
C5689,M,TN,35,30s,M,Y,2014,N,.,12-31-2016,1
C5690,M,GA,73,60s+,M,N,2014,N,.,12-31-2017,1
C5691,F,NC,36,30s,M,Y,2014,Y,2015,12-26-2014,1
C5692,F,CA,33,30s,M,Y,2014,N,.,12-12-2017,1
C5693,M,NJ,51,50s,M,Y,2014,N,.,12-02-2016,1
C5694,F,CT,41,40s,M,Y,2014,N,.,12-31-2016,1
C5695,F,CA,51,50s,M,N,2014,N,.,12-25-2014,1
C5696,F,IL,30,30s,M,Y,2014,N,.,11-15-2017,1
C5697,M,MD,72,60s+,S,N,2014,N,.,12-18-2017,1
C5698,F,GA,48,40s,M,Y,2014,Y,2015,10-12-2014,1
C5699,F,NV,84,60s+,S,N,2014,N,.,12-07-2017,1
C5700,M,CA,34,30s,S,N,2014,N,.,11-30-2015,1
C5701,F,NC,59,50s,S,N,2014,N,.,12-18-2016,1
C5702,M,MD,31,30s,M,N,2014,N,.,10-26-2018,1
C5703,M,FL,75,60s+,S,N,2014,N,.,12-31-2015,1
C5704,M,NC,23,20s,M,Y,2014,N,.,12-27-2015,1
C5705,F,SC,40,40s,M,N,2014,N,.,12-18-2016,1
C5706,M,CA,28,20s,S,N,2014,Y,2015,08-31-2014,1
C5707,M,TN,35,30s,M,Y,2014,N,.,12-08-2015,1
C5708,F,NJ,28,20s,S,Y,2014,N,.,12-31-2016,1
C5709,M,NV,28,20s,S,N,2014,N,.,12-30-2017,1
C5710,M,AL,63,60s+,M,N,2014,N,.,12-18-2017,1
C5711,F,CA,32,30s,M,Y,2014,N,.,11-14-2016,1
C5712,M,TX,58,50s,M,N,2014,N,.,12-28-2018,1
C5713,M,FL,44,40s,M,Y,2014,N,.,12-15-2018,1
C5714,F,MN,65,60s+,M,N,2014,N,.,12-31-2016,1
C5715,F,OH,39,30s,M,Y,2014,N,.,12-21-2014,1
C5716,F,SC,52,50s,M,Y,2014,N,.,12-22-2017,1
C5717,F,LA,45,40s,M,N,2014,N,.,12-27-2017,1
C5718,M,NJ,31,30s,M,Y,2014,Y,2015,09-06-2014,1
C5719,M,TX,50,50s,M,Y,2014,N,.,12-17-2015,1
C5720,F,TX,21,20s,S,Y,2014,N,.,11-20-2014,1
C5721,M,SC,42,40s,M,Y,2014,N,.,12-02-2017,1
C5722,M,SC,19,10s,S,N,2014,N,.,12-28-2017,1
C5723,M,PA,42,40s,M,Y,2014,N,.,12-15-2015,1
C5724,F,IN,36,30s,S,Y,2014,N,.,12-31-2015,1
C5725,F,PA,39,30s,M,Y,2014,N,.,12-19-2018,1
C5726,F,VA,59,50s,M,N,2014,Y,2015,11-21-2014,1
C5727,M,TX,40,40s,M,Y,2014,N,.,12-20-2017,1
C5728,M,SC,48,40s,M,Y,2014,Y,2015,09-06-2014,1
C5729,M,SC,30,30s,M,Y,2014,N,.,12-19-2015,1
C5730,F,NC,36,30s,M,N,2014,N,.,12-31-2016,1
C5731,M,NY,58,50s,S,N,2014,N,.,12-21-2018,1
C5732,M,CA,55,50s,S,N,2014,N,.,12-21-2014,1
C5733,M,NC,56,50s,M,N,2014,N,.,11-25-2017,1
C5734,F,DC,28,20s,M,Y,2014,N,.,12-31-2016,1
C5735,F,OH,59,50s,M,N,2014,N,.,12-28-2017,1
C5736,F,NC,30,30s,M,Y,2014,N,.,12-21-2018,1
C5737,F,FL,24,20s,S,N,2014,Y,2015,07-19-2014,1
C5738,F,FL,65,60s+,M,N,2014,N,.,12-28-2015,1
C5739,M,VA,28,20s,S,N,2014,N,.,12-20-2016,1
C5740,M,NC,46,40s,M,Y,2014,N,.,12-27-2014,1
C5741,M,NV,60,60s+,S,N,2014,N,.,12-08-2016,1
C5742,F,NY,74,60s+,M,N,2014,N,.,12-29-2017,1
C5743,M,NC,46,40s,M,Y,2014,N,.,12-31-2014,1
C5744,F,NC,27,20s,S,N,2014,N,.,12-26-2014,1
C5745,F,NC,32,30s,M,Y,2014,N,.,12-19-2014,1
C5746,F,FL,19,10s,M,N,2014,N,.,12-30-2017,1
C5747,M,GA,67,60s+,M,N,2014,Y,2015,11-28-2014,1
C5748,M,TN,28,20s,M,N,2014,N,.,12-27-2017,1
C5749,F,NC,61,60s+,S,N,2014,N,.,12-26-2017,1
C5750,F,SC,69,60s+,M,N,2014,N,.,12-25-2018,1
C5751,M,SC,67,60s+,M,N,2014,N,.,12-27-2018,1
C5752,M,NC,25,20s,M,N,2014,N,.,12-26-2017,1
C5753,F,VA,66,60s+,M,N,2014,N,.,12-26-2015,1
C5754,M,FL,32,30s,S,N,2014,N,.,12-18-2014,1
C5755,F,LA,29,20s,S,N,2014,Y,2015,05-26-2014,1
C5756,M,ME,72,60s+,M,N,2014,N,.,11-27-2014,1
C5757,F,AR,64,60s+,M,N,2014,N,.,12-30-2016,1
C5758,F,AL,27,20s,S,N,2014,N,.,12-23-2017,1
C5759,M,NC,86,60s+,S,N,2014,N,.,12-20-2014,1
C5760,M,NC,78,60s+,M,N,2014,N,.,12-26-2015,1
C5761,F,LA,26,20s,S,N,2014,N,.,12-25-2015,1
C5762,M,NC,27,20s,S,N,2014,Y,2015,09-12-2014,1
C5763,M,CA,39,30s,M,N,2014,N,.,12-16-2018,1
C5764,F,NV,35,30s,M,N,2014,N,.,12-26-2017,1
C5765,M,MI,73,60s+,S,N,2014,N,.,12-28-2014,1
C5766,F,TN,34,30s,M,Y,2014,N,.,12-24-2015,1
C5767,M,MS,47,40s,M,Y,2014,Y,2015,11-07-2014,1
C5768,F,NC,48,40s,M,Y,2014,N,.,12-25-2016,1
C5769,M,PA,62,60s+,S,N,2014,N,.,12-28-2016,1
C5770,M,GA,78,60s+,S,N,2014,N,.,12-31-2016,1
C5771,M,FL,62,60s+,M,N,2014,N,.,12-10-2016,1
C5772,F,VT,39,30s,M,Y,2014,N,.,12-17-2016,1
C5773,M,LA,35,30s,M,N,2014,N,.,12-22-2014,1
C5774,M,NC,41,40s,M,N,2014,N,.,12-04-2014,1
C5775,F,WI,62,60s+,S,N,2014,N,.,12-13-2016,1
C5776,M,NY,31,30s,S,N,2014,N,.,12-30-2017,1
C5777,F,VA,48,40s,S,N,2014,Y,2015,11-20-2014,1
C5778,F,NY,23,20s,M,Y,2014,N,.,12-28-2016,1
C5779,M,LA,19,10s,S,N,2014,N,.,12-31-2014,1
C5780,M,CA,49,40s,M,N,2014,N,.,12-31-2016,1
C5781,F,TX,45,40s,M,Y,2014,N,.,12-12-2014,1
C5782,M,NV,28,20s,M,Y,2014,N,.,12-26-2018,1
C5783,M,MI,49,40s,M,Y,2014,N,.,12-25-2017,1
C5784,F,CA,49,40s,M,Y,2014,N,.,12-29-2016,1
C5785,M,NC,26,20s,S,N,2014,N,.,12-19-2014,1
C5786,M,SC,27,20s,M,Y,2014,N,.,12-31-2016,1
C5787,M,CA,48,40s,S,N,2014,N,.,12-25-2016,1
C5788,F,AR,68,60s+,S,N,2014,Y,2015,11-05-2014,1
C5789,M,SC,36,30s,S,N,2014,N,.,12-30-2016,1
C5790,F,CA,64,60s+,S,N,2014,N,.,12-26-2015,1
C5791,M,OH,59,50s,M,N,2014,N,.,12-27-2015,1
C5792,M,IL,46,40s,M,Y,2014,N,.,12-24-2015,1
C5793,M,WI,35,30s,M,N,2014,N,.,12-21-2016,1
C5794,M,TX,43,40s,M,N,2014,N,.,12-09-2015,1
C5795,F,IA,75,60s+,M,N,2014,N,.,12-04-2015,1
C5796,M,CA,55,50s,M,N,2014,Y,2015,12-14-2014,1
C5797,F,TX,27,20s,S,Y,2014,N,.,12-19-2018,1
C5798,F,CA,63,60s+,M,N,2014,N,.,12-31-2016,1
C5799,F,NC,67,60s+,S,N,2014,N,.,12-25-2016,1
